any,total_cat_ha,comarca_principal,comarca_principal_ha,n_top_comarques,pes_top5,pes_top5_pct,top5_comarques
2024,54023.0,ALT PENEDÈS,17384.0,5,0.6909279381004387,69.09279381004387,ALT PENEDÈS · ALT CAMP · TERRA ALTA · CONCA DE BARBERÀ · PRIORAT
