COMARCA,VARIETAT,n_reg_2008,sup_2008,quota_reg_2008,quota_sup_2008,n_reg_2024,sup_2024,quota_reg_2024,quota_sup_2024,delta_n_reg,delta_sup_ha,delta_quota_reg_pp,delta_quota_sup_pp,n_reg_acum_2008_2024,sup_registral_acum_2008_2024_ha,n_campanyes_actives_2008_2024,campanya_primera,campanya_darrera,sup_registral_mitjana_campanya_activa_ha
BAIX PENEDÈS,Riesling,1.0,0.7776008380615675,0.0185185185185185,0.0202227320968037,0.0,0.0,0.0,0.0,-1.0,-0.7776008380615675,-1.85185185185185,-2.02227320968037,1,0.7776008380615675,1,2008,2008,0.7776008380615675
BAIX PENEDÈS,Sumoll Negre,0.0,0.0,0.0,0.0,1.0,0.0202130329047212,0.0128205128205128,0.0002847368634491,1.0,0.0202130329047212,1.28205128205128,0.028473686344909998,38,21.872433539287574,9,2009,2024,2.4302703932541747
BAIX PENEDÈS,Xarel.lo rosat,0.0,0.0,0.0,0.0,8.0,2.96090875802173,0.1025641025641025,0.0417097165325133,8.0,2.96090875802173,10.25641025641025,4.17097165325133,36,17.211733660513264,6,2012,2024,2.8686222767522107
BAIX PENEDÈS,"Xarel.lo,Pansa blanca,Pansal,Cartoixà",25.0,9.90094465839659,0.4629629629629629,0.2574896290379012,45.0,48.00653678085576,0.5769230769230769,0.6762582721984962,20.0,38.10559212245917,11.396011396011396,41.8768643160595,893,1449.3026254348213,17,2008,2024,85.25309561381302
BARCELONÈS,"Xarel.lo,Pansa blanca,Pansal,Cartoixà",0.0,0.0,0.0,0.0,2.0,0.0667790261055233,1.0,1.0,2.0,0.0667790261055233,100.0,100.0,15,160.83753920946728,4,2014,2024,40.20938480236682
CONCA DE BARBERÀ,Cabernet Sauvignon,0.0,0.0,0.0,0.0,1.0,1.108545555617963,0.0094339622641509,0.0130838018421433,1.0,1.108545555617963,0.9433962264150899,1.30838018421433,34,80.78266861421153,6,2013,2024,13.463778102368588
CONCA DE BARBERÀ,"Garnatxa blanca,Lledoner blanc",0.0,0.0,0.0,0.0,2.0,1.7234940397233158,0.0188679245283018,0.0203418383462685,2.0,1.7234940397233158,1.8867924528301798,2.03418383462685,46,62.343146379200206,9,2010,2024,6.927016264355578
CONCA DE BARBERÀ,"Macabeu,Viura",17.0,10.029707929107598,0.4146341463414634,0.2320437591683241,38.0,38.219540005349565,0.3584905660377358,0.4510927723210309,21.0,28.189832076241967,-5.614358030372757,21.90490131527068,591,470.7779236541662,17,2008,2024,27.692819038480366
CONCA DE BARBERÀ,"Parellada,Montonega,Montonec",5.0,3.825292391654562,0.1219512195121951,0.0885006056758117,33.0,14.50996396673523,0.3113207547169811,0.1712563749097114,28.0,10.684671575080667,18.9369535204786,8.275576923389972,312,308.5871819873741,17,2008,2024,18.15218717572789
CONCA DE BARBERÀ,Parrella,0.0,0.0,0.0,0.0,1.0,2.3354146094187467,0.0094339622641509,0.0275641373636177,1.0,2.3354146094187467,0.9433962264150899,2.75641373636177,1,2.3354146094187467,1,2024,2024,2.3354146094187467
CONCA DE BARBERÀ,Pinot noir,6.0,22.82170286731194,0.1463414634146341,0.5279948091593899,0.0,0.0,0.0,0.0,-6.0,-22.82170286731194,-14.634146341463412,-52.79948091593899,9,24.211089487613776,3,2008,2021,8.070363162537925
CONCA DE BARBERÀ,Trepat,13.0,6.546643843776314,0.3170731707317073,0.1514608259964741,21.0,19.12994130193493,0.1981132075471698,0.2257844614304769,8.0,12.583297458158617,-11.895996318453752,7.432363543400281,517,407.4059585214394,17,2008,2024,23.965056383614083
CONCA DE BARBERÀ,Vinyater,0.0,0.0,0.0,0.0,3.0,1.5978815043349903,0.0283018867924528,0.0188592745367966,3.0,1.5978815043349903,2.83018867924528,1.88592745367966,3,1.5978815043349903,1,2024,2024,1.5978815043349903
CONCA DE BARBERÀ,Xarel.lo rosat,0.0,0.0,0.0,0.0,1.0,0.3891083608762814,0.0094339622641509,0.0045925191463949,1.0,0.3891083608762814,0.9433962264150899,0.45925191463949006,1,0.3891083608762814,1,2024,2024,0.3891083608762814
CONCA DE BARBERÀ,"Xarel.lo,Pansa blanca,Pansal,Cartoixà",0.0,0.0,0.0,0.0,6.0,5.712673240234369,0.0566037735849056,0.0674248201035594,6.0,5.712673240234369,5.66037735849056,6.742482010355939,15,11.676494797455684,5,2009,2024,2.3352989594911366
GARRAF,Chardonnay,0.0,0.0,0.0,0.0,1.0,0.0022522828280695,0.0526315789473684,0.0001060125190687,1.0,0.0022522828280695,5.26315789473684,0.01060125190687,25,189.11459873030142,7,2010,2024,27.01637124718592
GARRAF,"Macabeu,Viura",1.0,1.496505737224499,0.0666666666666666,0.1648538048494839,2.0,5.633770901109121,0.1052631578947368,0.2651755088833241,1.0,4.137265163884622,3.8596491228070198,10.032170403384018,56,140.60368336418136,12,2008,2024,11.71697361368178
GARRAF,"Malvasia de Sitges,Malvasia grossa,Malvasia aromàtica",0.0,0.0,0.0,0.0,3.0,1.9961229757088896,0.1578947368421052,0.0939553516052795,3.0,1.9961229757088896,15.78947368421052,9.39553516052795,41,54.08215628974935,11,2009,2024,4.916559662704486
GARRAF,"Moscatell de gra petit,Moscatell de gra menut,Muscat de Frontignan",1.0,0.0631612730768795,0.0666666666666666,0.0069577923604704,1.0,0.134577239285254,0.0526315789473684,0.0063344052390477,0.0,0.0714159662083745,-1.4035087719298198,-0.06233871214227005,6,3.162018290255214,5,2008,2024,0.6324036580510428
GARRAF,"Parellada,Montonega,Montonec",3.0,1.5733380509254395,0.2,0.1733175874691753,0.0,0.0,0.0,0.0,-3.0,-1.5733380509254395,-20.0,-17.33175874691753,9,19.991626278771946,3,2008,2018,6.663875426257316
GARRAF,"Xarel.lo,Pansa blanca,Pansal,Cartoixà",10.0,5.944769871483108,0.6666666666666666,0.6548708153208703,12.0,13.478718628627671,0.631578947368421,0.6344287217532799,2.0,7.533948757144564,-3.508771929824561,-2.0442093567590414,292,575.453108913126,17,2008,2024,33.85018287724271
GARRIGUES,Albarinyo,3.0,2.115011247208513,0.1071428571428571,0.131464598525236,0.0,0.0,0.0,0.0,-3.0,-2.115011247208513,-10.71428571428571,-13.1464598525236,6,5.954254092118182,2,2008,2009,2.977127046059091
GARRIGUES,Altres varietats,0.0,0.0,0.0,0.0,2.0,3.2963609055049083,0.4,0.9187494572258534,2.0,3.2963609055049083,40.0,91.87494572258534,2,3.2963609055049083,1,2024,2024,3.2963609055049083
GARRIGUES,Cabernet Sauvignon,6.0,6.583964048908823,0.2142857142857142,0.4092451950488625,0.0,0.0,0.0,0.0,-6.0,-6.583964048908823,-21.42857142857142,-40.92451950488625,11,11.288202659775083,4,2008,2021,2.8220506649437707
GARRIGUES,Chardonnay,5.0,1.462666331687783,0.1785714285714285,0.0909162267224373,0.0,0.0,0.0,0.0,-5.0,-1.462666331687783,-17.85714285714285,-9.09162267224373,26,19.366646969994495,6,2008,2021,3.2277744949990823
GARRIGUES,"Macabeu,Viura",0.0,0.0,0.0,0.0,3.0,0.2915170296377231,0.6,0.0812505427741465,3.0,0.2915170296377231,60.0,8.12505427741465,28,15.030013801546342,7,2015,2024,2.1471448287923347
GARRIGUES,Malbec,2.0,0.0497527690819431,0.0714285714285714,0.0030925262555975,0.0,0.0,0.0,0.0,-2.0,-0.0497527690819431,-7.14285714285714,-0.30925262555975,10,5.866382292583783,3,2008,2020,1.9554607641945942
GARRIGUES,Merlot,3.0,0.6907763040666834,0.1071428571428571,0.0429371851354131,0.0,0.0,0.0,0.0,-3.0,-0.6907763040666834,-10.71428571428571,-4.29371851354131,17,7.101327125883656,4,2008,2017,1.775331781470914
GARRIGUES,Petit verdot,6.0,4.319593270964173,0.2142857142857142,0.2684967259200731,0.0,0.0,0.0,0.0,-6.0,-4.319593270964173,-21.42857142857142,-26.849672592007312,16,14.655788571902097,2,2008,2009,7.327894285951048
GARRIGUES,Pinot noir,2.0,0.6006294216725596,0.0714285714285714,0.0373338467522783,0.0,0.0,0.0,0.0,-2.0,-0.6006294216725596,-7.14285714285714,-3.73338467522783,3,3.704355349775896,2,2008,2022,1.852177674887948
GARRIGUES,Viognier,1.0,0.2656734391128829,0.0357142857142857,0.0165136956401019,0.0,0.0,0.0,0.0,-1.0,-0.2656734391128829,-3.57142857142857,-1.65136956401019,1,0.2656734391128829,1,2008,2008,0.2656734391128829
GARROTXA,Chardonnay,0.0,0.0,0.0,0.0,1.0,3.138296401614411,0.25,0.60204156903368,1.0,3.138296401614411,25.0,60.204156903368,3,4.47368283835657,2,2015,2024,2.236841419178285
GARROTXA,"Garnatxa negra,Lledoner",0.0,0.0,0.0,0.0,1.0,0.1671717020804547,0.25,0.0320697285848379,1.0,0.1671717020804547,25.0,3.2069728584837898,2,0.5774640677862323,2,2023,2024,0.28873203389311614
GARROTXA,Viognier,0.0,0.0,0.0,0.0,2.0,1.9072888935530197,0.5,0.3658887023814821,2.0,1.9072888935530197,50.0,36.58887023814821,2,1.9072888935530197,1,2024,2024,1.9072888935530197
GIRONÈS,Caladoc,0.0,0.0,0.0,0.0,1.0,0.0430151480616203,1.0,1.0,1.0,0.0430151480616203,100.0,100.0,3,3.9210159623771634,2,2023,2024,1.9605079811885817
MARESME,Chardonnay,0.0,0.0,0.0,0.0,1.0,0.1330906225239862,0.0909090909090909,0.0339462266935272,1.0,0.1330906225239862,9.09090909090909,3.3946226693527195,8,5.9483029845992785,5,2014,2024,1.1896605969198557
MARESME,"Monastrell,Garrut,Mourvedre,Mataró",0.0,0.0,0.0,0.0,2.0,0.9419780106903012,0.1818181818181818,0.2402618492933103,2.0,0.9419780106903012,18.18181818181818,24.02618492933103,13,7.604885320627184,4,2014,2024,1.901221330156796
MARESME,Verdejo,0.0,0.0,0.0,0.0,1.0,0.0977437300571002,0.0909090909090909,0.0249306131075558,1.0,0.0977437300571002,9.09090909090909,2.49306131075558,1,0.0977437300571002,1,2024,2024,0.0977437300571002
MARESME,"Xarel.lo,Pansa blanca,Pansal,Cartoixà",1.0,0.309897578773385,1.0,1.0,7.0,2.747818454567444,0.6363636363636364,0.7008613109056065,6.0,2.4379208757940587,-36.36363636363637,-29.913868909439344,87,67.90598361694454,14,2008,2024,4.850427401210324
MOIANÈS,"Garró,Mandó",0.0,0.0,0.0,0.0,1.0,0.6733734889262576,1.0,1.0,1.0,0.6733734889262576,100.0,100.0,1,0.6733734889262576,1,2024,2024,0.6733734889262576
NOGUERA,Cabernet franc,0.0,0.0,0.0,0.0,2.0,1.153985340335118,0.2,0.0784868625027059,2.0,1.153985340335118,20.0,7.84868625027059,3,2.228105324161085,2,2014,2024,1.1140526620805424
NOGUERA,Chardonnay,3.0,0.7684621670867637,0.25,0.0788367617447587,1.0,6.00319663956194,0.1,0.4082998741467337,-2.0,5.234734472475177,-15.0,32.9463112401975,20,15.380081682715216,7,2008,2024,2.1971545261021737
NOGUERA,"Garnatxa blanca,Lledoner blanc",4.0,6.853428896354006,0.3333333333333333,0.7030953040730531,2.0,1.533486864906345,0.2,0.1042981817088401,-2.0,-5.3199420314476615,-13.33333333333333,-59.8797122364213,31,21.959506740192882,7,2008,2024,3.137072391456126
NOGUERA,"Macabeu,Viura",0.0,0.0,0.0,0.0,5.0,6.012241980499784,0.5,0.4089150816417202,5.0,6.012241980499784,50.0,40.891508164172016,32,40.86709638723068,7,2011,2024,5.8381566267472405
NOGUERA,Merlot,2.0,0.2464334067414912,0.1666666666666666,0.0252816763210083,0.0,0.0,0.0,0.0,-2.0,-0.2464334067414912,-16.66666666666666,-2.5281676321008297,13,8.277029553505614,4,2008,2020,2.0692573883764034
NOGUERA,Sauvignon blanc,3.0,1.879186083012843,0.25,0.1927862578611798,0.0,0.0,0.0,0.0,-3.0,-1.879186083012843,-25.0,-19.27862578611798,12,6.818151981555844,5,2008,2023,1.363630396311169
OSONA,Coromina,0.0,0.0,0.0,0.0,1.0,0.2505259219894306,1.0,1.0,1.0,0.2505259219894306,100.0,100.0,1,0.2505259219894306,1,2024,2024,0.2505259219894306
PALLARS JUSSÀ,Cabernet Sauvignon,0.0,0.0,0.0,0.0,3.0,3.139069271274172,1.0,1.0,3.0,3.139069271274172,100.0,100.0,14,10.469229386254561,5,2010,2024,2.0938458772509123
PALLARS JUSSÀ,"Garnatxa negra,Lledoner",2.0,0.266405116875246,0.25,0.0906646648874722,0.0,0.0,0.0,0.0,-2.0,-0.266405116875246,-25.0,-9.06646648874722,19,35.06304405409942,5,2008,2020,7.012608810819884
PALLARS JUSSÀ,Merlot,1.0,0.6798898233044736,0.125,0.2313843807255735,0.0,0.0,0.0,0.0,-1.0,-0.6798898233044736,-12.5,-23.13843807255735,7,1.6945642696469339,4,2008,2017,0.42364106741173346
PALLARS JUSSÀ,Pinot noir,4.0,1.8771759861131188,0.5,0.6388523377929546,0.0,0.0,0.0,0.0,-4.0,-1.8771759861131188,-50.0,-63.88523377929546,22,19.09245993778577,6,2008,2017,3.182076656297628
PALLARS JUSSÀ,"Ull de llebre,Tempranillo,Cencibel,Tinto fino,Tinta de Toro,Tinta del País",1.0,0.1148856782993983,0.125,0.0390986165939996,0.0,0.0,0.0,0.0,-1.0,-0.1148856782993983,-12.5,-3.90986165939996,13,4.559496918432002,5,2008,2018,0.9118993836864003
PRIORAT,Altres varietats,0.0,0.0,0.0,0.0,2.0,0.4676076838766909,0.0069204152249134,0.0008753465193191,2.0,0.4676076838766909,0.69204152249134,0.08753465193191,24,119.87351616996298,4,2010,2024,29.968379042490746
PRIORAT,Cabernet Sauvignon,10.0,5.29097703156779,0.0662251655629139,0.0657161488074847,0.0,0.0,0.0,0.0,-10.0,-5.29097703156779,-6.62251655629139,-6.571614880748471,43,16.670800237289587,11,2008,2023,1.5155272942990534
PRIORAT,Cabernet franc,1.0,0.5059554089519194,0.0066225165562913,0.0062841779025421,0.0,0.0,0.0,0.0,-1.0,-0.5059554089519194,-0.66225165562913,-0.6284177902542101,3,0.6685887843038627,2,2008,2018,0.33429439215193135
PRIORAT,"Carinyena blanca, Carignan blanc",0.0,0.0,0.0,0.0,11.0,3.943959801155791,0.0380622837370242,0.0073829656853688,11.0,3.943959801155791,3.80622837370242,0.73829656853688,23,10.194096879462991,4,2016,2024,2.548524219865748
PRIORAT,"Cariñena,Mazuela,Samsó",25.0,27.688043044796032,0.1655629139072847,0.3438970810237482,59.0,129.28215659793946,0.2041522491349481,0.2420120320732852,34.0,101.59411355314343,3.858933522766339,-10.188504895046302,1778,1570.2095925718534,17,2008,2024,92.36527015128549
PRIORAT,"Chenin,Agudelo",0.0,0.0,0.0,0.0,3.0,0.2844644140445228,0.0103806228373702,0.0005325082185127,3.0,0.2844644140445228,1.03806228373702,0.05325082185127,40,27.593966583380446,8,2014,2024,3.4492458229225558
PRIORAT,"Garnatxa blanca,Lledoner blanc",16.0,6.843867957810799,0.1059602649006622,0.0850037039380235,69.0,34.909671345015234,0.2387543252595155,0.0653497800743859,53.0,28.065803387204433,13.279406035885334,-1.965392386363761,1082,1055.7547462457394,17,2008,2024,62.10322036739643
PRIORAT,"Garnatxa negra,Lledoner",49.0,16.428722865269798,0.3245033112582781,0.2040516127908964,74.0,151.27974654676038,0.2560553633217993,0.2831908117620042,25.0,134.85102368149057,-6.844794793647879,7.913919897110783,2333,2950.9996306423564,17,2008,2024,173.58821356719744
PRIORAT,"Garnatxa peluda,Lledoner pelut",3.0,1.045362666253931,0.0198675496688741,0.012983841759936,23.0,198.4033044776982,0.0795847750865051,0.3714045940309427,20.0,197.35794181144428,5.971722541763101,35.84207522710067,122,411.5774128760114,14,2008,2024,29.398386634000815
PRIORAT,"Garnatxa roja,Lledoner gris",0.0,0.0,0.0,0.0,7.0,2.130038584154233,0.0242214532871972,0.003987363606169,7.0,2.130038584154233,2.42214532871972,0.39873636061690004,37,10.945283752329551,8,2011,2024,1.368160469041194
PRIORAT,"Garnatxa tintorera,alicant H Bouschet",1.0,0.0981894195176468,0.0066225165562913,0.0012195536789979,0.0,0.0,0.0,0.0,-1.0,-0.0981894195176468,-0.66225165562913,-0.12195536789979,7,3.184110433762797,3,2008,2020,1.061370144587599
PRIORAT,"Macabeu,Viura",3.0,1.9540147532012224,0.0198675496688741,0.0242696809166344,4.0,0.5850042359468955,0.0138408304498269,0.0010951090826345,1.0,-1.3690105172543268,-0.6026719219047201,-2.31745718339999,130,105.50871313348273,14,2008,2024,7.536336652391624
PRIORAT,Malvasia blanca,0.0,0.0,0.0,0.0,3.0,0.2482962354107601,0.0103806228373702,0.000464802553339,3.0,0.2482962354107601,1.03806228373702,0.0464802553339,3,0.2482962354107601,1,2024,2024,0.2482962354107601
PRIORAT,Merlot,14.0,3.445862424560605,0.0927152317880794,0.0427990532772063,0.0,0.0,0.0,0.0,-14.0,-3.445862424560605,-9.271523178807941,-4.2799053277206305,60,29.604274937299227,11,2008,2021,2.691297721572657
PRIORAT,Pedro Ximénez,1.0,0.0957620652982915,0.0066225165562913,0.0011894049238368,11.0,3.563062156475022,0.0380622837370242,0.0066699375658905,10.0,3.4673000911767304,3.14397671807329,0.54805326420537,70,53.791641030594114,12,2008,2024,4.482636752549509
PRIORAT,Picapoll negre,0.0,0.0,0.0,0.0,1.0,0.0177142649771207,0.0034602076124567,3.316053333740535e-05,1.0,0.0177142649771207,0.34602076124567,0.003316053333740535,37,11.208464870977226,7,2011,2024,1.6012092672824607
PRIORAT,Syrah,26.0,17.05210336877503,0.1721854304635761,0.2117942595057879,11.0,6.986220265000801,0.0380622837370242,0.0130779792613032,-15.0,-10.065883103774228,-13.41231467265519,-19.87162802444847,261,227.35074179434227,17,2008,2024,13.373573046726015
PRIORAT,Viognier,2.0,0.0637242197028845,0.0132450331125827,0.0007914814749053,1.0,0.1728365375305698,0.0034602076124567,0.0003235444299894,-1.0,0.1091123178276853,-0.9784825500126,-0.04679370449159,49,17.043423930375326,9,2008,2024,1.8937137700417028
PRIORAT,Xarel.lo rosat,0.0,0.0,0.0,0.0,2.0,0.4763089559039732,0.0069204152249134,0.0008916350202256,2.0,0.4763089559039732,0.69204152249134,0.08916350202256,2,0.4763089559039732,1,2024,2024,0.4763089559039732
PRIORAT,"Xarel.lo,Pansa blanca,Pansal,Cartoixà",0.0,0.0,0.0,0.0,8.0,1.446835574752119,0.0276816608996539,0.0027084295832922,8.0,1.446835574752119,2.76816608996539,0.27084295832922,27,15.763415367422262,7,2009,2024,2.251916481060323
RIBERA D'EBRE,Cabernet Sauvignon,0.0,0.0,0.0,0.0,1.0,0.2408293939671223,0.0526315789473684,0.0209512051826012,1.0,0.2408293939671223,5.26315789473684,2.09512051826012,11,6.1839571175588235,5,2009,2024,1.2367914235117647
RIBERA D'EBRE,"Cariñena,Mazuela,Samsó",7.0,1.1277226224894568,0.3043478260869565,0.0133409067484703,2.0,1.0360768246552623,0.1052631578947368,0.0901345877291613,-5.0,-0.09164579783419446,-19.90846681922197,7.679368098069101,144,129.35889027995958,16,2008,2024,8.084930642497474
RIBERA D'EBRE,"Garnatxa blanca,Lledoner blanc",3.0,3.212357718936961,0.1304347826086956,0.0380020440456028,0.0,0.0,0.0,0.0,-3.0,-3.212357718936961,-13.04347826086956,-3.80020440456028,92,129.59301348472715,11,2008,2022,11.781183044066104
RIBERA D'EBRE,"Garnatxa negra,Lledoner",4.0,1.7401001281163868,0.1739130434782608,0.0205853044704874,5.0,1.1795999982277905,0.2631578947368421,0.1026205364268798,1.0,-0.5605001298885963,8.924485125858128,8.203523195639239,196,105.44273602671693,17,2008,2024,6.202513883924525
RIBERA D'EBRE,"Garnatxa peluda,Lledoner pelut",0.0,0.0,0.0,0.0,3.0,6.876810636862958,0.1578947368421052,0.5982553386920856,3.0,6.876810636862958,15.78947368421052,59.825533869208556,5,7.049805702909206,2,2014,2024,3.524902851454603
RIBERA D'EBRE,"Macabeu,Viura",1.0,0.1136672196571216,0.0434782608695652,0.0013446779798174,0.0,0.0,0.0,0.0,-1.0,-0.1136672196571216,-4.347826086956521,-0.13446779798174,125,111.85525841449575,16,2008,2023,6.990953650905984
RIBERA D'EBRE,"Monastrell,Garrut,Mourvedre,Mataró",0.0,0.0,0.0,0.0,2.0,0.3726616904007156,0.1052631578947368,0.0324200937878301,2.0,0.3726616904007156,10.52631578947368,3.2420093787830098,2,0.3726616904007156,1,2024,2024,0.3726616904007156
RIBERA D'EBRE,"Moscatell de Alexandria,Moscatell de Màlaga,Moscatell Romà",1.0,1.811637020731481,0.0434782608695652,0.0214315826194054,0.0,0.0,0.0,0.0,-1.0,-1.811637020731481,-4.347826086956521,-2.14315826194054,54,52.317027194273976,8,2008,2020,6.539628399284247
RIBERA D'EBRE,Syrah,4.0,76.3138185565733,0.1739130434782608,0.9027889630656512,6.0,1.7887966665798682,0.3157894736842105,0.1556182381814418,2.0,-74.52502188999343,14.18764302059497,-74.71707248842094,50,134.6973075997701,13,2008,2024,10.36133135382847
RIBERA D'EBRE,"Ull de llebre,Tempranillo,Cencibel,Tinto fino,Tinta de Toro,Tinta del País",1.0,0.0550901954039297,0.0434782608695652,0.0006517144774629,0.0,0.0,0.0,0.0,-1.0,-0.0550901954039297,-4.347826086956521,-0.06517144774629,8,4.796077477797566,5,2008,2021,0.9592154955595132
RIBERA D'EBRE,"Xarel.lo,Pansa blanca,Pansal,Cartoixà",2.0,0.1567889945429549,0.0869565217391304,0.0018548065931022,0.0,0.0,0.0,0.0,-2.0,-0.1567889945429549,-8.695652173913041,-0.18548065931022,3,1.2232571416283633,2,2008,2010,0.6116285708141816
SEGARRA,Cabernet Sauvignon,9.0,0.6448664821564556,1.0,1.0,0.0,0.0,0.0,0.0,-9.0,-0.6448664821564556,-100.0,-100.0,12,2.5468301734235714,3,2008,2015,0.8489433911411904
SEGARRA,"Ull de llebre,Tempranillo,Cencibel,Tinto fino,Tinta de Toro,Tinta del País",0.0,0.0,0.0,0.0,2.0,0.0594434534758961,1.0,1.0,2.0,0.0594434534758961,100.0,100.0,7,1.8457263407424673,3,2011,2024,0.6152421135808225
SEGRIÀ,Albarinyo,4.0,43.00716388999008,0.3333333333333333,0.7760584354844509,13.0,123.13945086264168,0.6190476190476191,0.5974135347869558,9.0,80.1322869726516,28.571428571428577,-17.864490069749507,39,329.08756991927703,5,2008,2024,65.8175139838554
SEGRIÀ,Chardonnay,5.0,12.24809271663954,0.4166666666666667,0.2210151707668433,3.0,30.90949501032504,0.1428571428571428,0.1499580397934049,-2.0,18.661402293685498,-27.38095238095239,-7.1057130973438385,85,346.54520970049043,16,2008,2024,21.659075606280652
SEGRIÀ,"Garnatxa blanca,Lledoner blanc",2.0,0.1562681411077266,0.1666666666666666,0.0028198373976562,0.0,0.0,0.0,0.0,-2.0,-0.1562681411077266,-16.66666666666666,-0.28198373976562,9,10.8894083767266,4,2008,2019,2.72235209418165
SEGRIÀ,Godello,0.0,0.0,0.0,0.0,1.0,10.05617140330343,0.0476190476190476,0.0487877188210982,1.0,10.05617140330343,4.76190476190476,4.878771882109819,20,39.00320104162268,3,2015,2024,13.001067013874227
SEGRIÀ,Pinot noir,0.0,0.0,0.0,0.0,4.0,42.0158419794564,0.1904761904761904,0.2038407065985411,4.0,42.0158419794564,19.04761904761904,20.38407065985411,22,160.3886763115041,6,2009,2024,26.73144605191735
SEGRIÀ,"Ull de llebre,Tempranillo,Cencibel,Tinto fino,Tinta de Toro,Tinta del País",1.0,0.005905079106887,0.0833333333333333,0.0001065563510494,0.0,0.0,0.0,0.0,-1.0,-0.005905079106887,-8.33333333333333,-0.01065563510494,48,38.462955061193895,7,2008,2020,5.494707865884842
SOLSONÈS,Chardonnay,0.0,0.0,0.0,0.0,1.0,0.3600604332144286,0.1111111111111111,0.0018278939151727,1.0,0.3600604332144286,11.11111111111111,0.18278939151727,1,0.3600604332144286,1,2024,2024,0.3600604332144286
SOLSONÈS,"Garnatxa negra,Lledoner",0.0,0.0,0.0,0.0,7.0,196.432519110185,0.7777777777777778,0.997215393033026,7.0,196.432519110185,77.77777777777779,99.72153930330259,27,341.40775356162777,6,2016,2024,56.9012922602713
SOLSONÈS,"Garnatxa tintorera,alicant H Bouschet",0.0,0.0,0.0,0.0,1.0,0.1884543260602143,0.1111111111111111,0.0009567130518012,1.0,0.1884543260602143,11.11111111111111,0.09567130518012,1,0.1884543260602143,1,2024,2024,0.1884543260602143
TARRAGONÈS,Cabernet Sauvignon,0.0,0.0,0.0,0.0,1.0,0.0529190403436876,0.0294117647058823,0.002152923987627,1.0,0.0529190403436876,2.94117647058823,0.21529239876269998,10,0.9055305985731125,5,2010,2024,0.18110611971462248
TARRAGONÈS,Chardonnay,2.0,0.3819759381438565,0.2,0.1242194533025467,0.0,0.0,0.0,0.0,-2.0,-0.3819759381438565,-20.0,-12.42194533025467,16,8.320882113819946,7,2008,2021,1.188697444831421
TARRAGONÈS,"Garnatxa blanca,Lledoner blanc",0.0,0.0,0.0,0.0,1.0,0.4998579999832979,0.0294117647058823,0.0203358993583808,1.0,0.4998579999832979,2.94117647058823,2.03358993583808,3,0.7285372240959869,3,2011,2024,0.24284574136532897
TARRAGONÈS,"Macabeu,Viura",6.0,1.833663754255932,0.6,0.5963116687433435,14.0,6.640651729001933,0.4117647058823529,0.2701639770485892,8.0,4.806987974746001,-18.823529411764707,-32.61476916947543,564,528.8498925479988,17,2008,2024,31.108817208705812
TARRAGONÈS,"Moscatell de Alexandria,Moscatell de Màlaga,Moscatell Romà",0.0,0.0,0.0,0.0,2.0,2.675396912442135,0.0588235294117647,0.1088441164429981,2.0,2.675396912442135,5.88235294117647,10.88441164429981,14,10.001280454604057,7,2013,2024,1.4287543506577225
TARRAGONÈS,"Parellada,Montonega,Montonec",0.0,0.0,0.0,0.0,1.0,0.8918879354666019,0.0294117647058823,0.0362849915280118,1.0,0.8918879354666019,2.94117647058823,3.62849915280118,106,84.57993607122333,14,2009,2024,6.04142400508738
TARRAGONÈS,Syrah,1.0,0.0099277513609302,0.1,0.0032285275679169,0.0,0.0,0.0,0.0,-1.0,-0.0099277513609302,-10.0,-0.32285275679169,15,5.571823669639976,5,2008,2023,1.1143647339279952
TARRAGONÈS,Tarragoní,0.0,0.0,0.0,0.0,1.0,2.038437499999999,0.0294117647058823,0.082930471953504,1.0,2.038437499999999,2.94117647058823,8.2930471953504,2,2.0553973051454686,2,2021,2024,1.0276986525727343
TARRAGONÈS,Xarel.lo rosat,0.0,0.0,0.0,0.0,1.0,0.1009658529800254,0.0294117647058823,0.0041076294165612,1.0,0.1009658529800254,2.94117647058823,0.41076294165612004,9,5.901923126436407,4,2020,2024,1.4754807816091018
TARRAGONÈS,"Xarel.lo,Pansa blanca,Pansal,Cartoixà",1.0,0.8494415664103582,0.1,0.2762403503861928,13.0,11.679961401250797,0.3823529411764705,0.4751799902643275,12.0,10.83051983484044,28.235294117647047,19.893963987813468,441,405.8461381762502,17,2008,2024,23.873302245661776
TERRA ALTA,Cabernet Sauvignon,7.0,2.8249371267697367,0.0179487179487179,0.0074945811485891,0.0,0.0,0.0,0.0,-7.0,-2.8249371267697367,-1.7948717948717898,-0.74945811485891,74,110.47295883411569,11,2008,2021,10.04299625764688
TERRA ALTA,Cabernet franc,3.0,0.176334783458953,0.0076923076923076,0.0004678176131527,0.0,0.0,0.0,0.0,-3.0,-0.176334783458953,-0.76923076923076,-0.046781761315269996,20,26.031005521934837,4,2008,2017,6.507751380483709
TERRA ALTA,"Cariñena,Mazuela,Samsó",3.0,0.3846531259838255,0.0076923076923076,0.0010204878683585,5.0,0.7747555054368602,0.0141643059490084,0.0019386576297232,2.0,0.3901023794530347,0.64719982567008,0.09181697613647,419,479.0710921723445,17,2008,2024,28.180652480726145
