any,comarca,sup_seca_ha,sup_reg_ha,rend_seca_kg_ha,rend_reg_kg_ha,prod_total_t,sup_total_ha,rend_total_kg_ha,precip_anual_mm,tmax_mitjana_any,tmin_mitjana_any,elev_m_num,precip_apr_sep_mm,tmax_mitjana_apr_sep,tmin_mitjana_apr_sep,precip_oct_mar_mm,tmax_mitjana_oct_mar,tmin_mitjana_oct_mar,proxy_de,precip_abr_jun_mm,precip_jul_aug_mm,tmax_mitjana_jun_aug,tmax_mitjana_jul_aug,comarca_raw,temp_font,temp_proxy_de,clima_font
2014,TERRA ALTA,5658,188,7220.0,10830.0,"42886,8",5846,"7336,093055",559.8,22.39166667,11.4,442,260.3,27.3,15.11666667,299.5,17.48333333,7.683333333,ALT CAMP,157.8,34.0,29.56666667,29.85,TERRA ALTA,proxy,ALT CAMP,proxy_temp
2015,TERRA ALTA,5660,193,7490.0,11234.0,44562,5853,"7613,531522",444.4,22.275,10.65,442,173.7,27.43333333,14.7,270.7,17.11666667,6.6,ALT CAMP,108.4,21.8,30.46666667,31.0,TERRA ALTA,proxy,ALT CAMP,proxy_temp
2016,TERRA ALTA,5772,197,6500.0,11000.0,39685,5969,"6648,51734",387.3,22.49166667,10.925,442,128.0,27.65,14.46666667,259.3,17.33333333,7.383333333,ALT CAMP,118.8,3.4,31.06666667,32.05,TERRA ALTA,proxy,ALT CAMP,proxy_temp
2017,TERRA ALTA,5854,204,5758.0,6622.0,"35058,22",6058,"5787,094751",363.5,22.68333333,10.33333333,442,136.3,28.31666667,14.53333333,227.2,17.05,6.133333333,ALT CAMP,95.9,30.1,31.5,31.85,TERRA ALTA,proxy,ALT CAMP,proxy_temp
2018,TERRA ALTA,5857,200,6500.0,11000.0,"40270,5",6057,"6648,58841",510.2,22.25,11.15833333,442,168.5,28.23333333,15.48333333,341.7,16.26666667,6.833333333,ALT CAMP,124.8,16.2,31.46666667,32.9,TERRA ALTA,proxy,ALT CAMP,proxy_temp
2019,TERRA ALTA,5840,196,5923.0,6537.0,"35871,572",6036,"5942,937707",337.0,22.36666667,10.35833333,442,158.6,27.4,14.3,178.4,17.33333333,6.416666667,ALT CAMP,96.3,28.6,31.03333333,32.25,TERRA ALTA,proxy,ALT CAMP,proxy_temp
2020,TERRA ALTA,5790,192,6348.0,7910.0,"38273,64",5982,"6398,134403",653.1,21.91666667,10.86666667,442,274.5,27.06666667,14.93333333,378.6,16.76666667,6.8,ALT CAMP,250.5,19.2,30.0,31.8,TERRA ALTA,proxy,ALT CAMP,proxy_temp
2021,TERRA ALTA,5714,186,8219.0,9985.0,"48820,576",5900,"8274,673898",455.6,21.575,10.95,442,272.8,26.7,15.08333333,182.8,16.45,6.816666667,ALT CAMP,158.7,10.5,30.06666667,30.55,TERRA ALTA,proxy,ALT CAMP,proxy_temp
2022,TERRA ALTA,5734,180,6891.0,8370.0,"41019,594",5914,"6936,015218",435.8,22.90833333,11.63333333,442,249.8,28.21666667,15.76666667,186.0,17.6,7.5,ALT CAMP,122.0,114.5,31.56666667,32.15,TERRA ALTA,proxy,ALT CAMP,proxy_temp
2023,TERRA ALTA,5714,173,6166.0,7024.0,"36447,676",5887,"6191,213861",243.6,22.975,11.46666667,442,160.6,28.01666667,15.96666667,83.0,17.93333333,6.966666667,ALT CAMP,69.0,36.2,30.96666667,32.0,TERRA ALTA,proxy,ALT CAMP,proxy_temp
2024,TERRA ALTA,5705,170,4807.0,6176.0,"28473,855",5875,"4846,613617",483.1,22.375,11.79166667,442,219.2,27.13333333,15.26666667,263.9,17.61666667,8.316666667,ALT CAMP,139.8,25.2,30.3,31.65,TERRA ALTA,proxy,ALT CAMP,proxy_temp
2013,URGELL,1054,"109,7",8500.0,12000.0,10275,"1163,7","8829,595257",1447.2,20.14166667,8.425,645,686.7,26.35,12.78333333,760.5,13.93333333,4.066666667,,501.3,171.7,30.4,32.1,URGELL,directe,,directe
2012,URGELL,985,150,6520.0,9400.0,7829,1135,"6897,797357",1102.3,21.09166667,8.791666667,645,652.2,27.93333333,14.06666667,450.1,14.25,3.516666667,,330.8,180.5,32.2,32.5,URGELL,directe,,directe
2011,URGELL,1112,18,8800.0,12650.0,10013,1130,"8861,061947",1066.8,21.125,9.4,645,479.5,28.26666667,14.1,587.3,13.98333333,4.7,,365.2,87.4,30.36666667,31.5,URGELL,directe,,directe
2010,URGELL,1102,17,8700.0,12500.0,9801,1119,"8758,713137",1397.4,19.08333333,8.175,645,695.5,26.11666667,13.21666667,701.9,12.05,3.133333333,,448.3,65.0,30.2,31.75,URGELL,directe,,directe
2009,URGELL,1157,16,4066.0,9844.0,4862,1173,"4144,927536",1241.7,20.35833333,9.366666667,645,636.0,27.13333333,14.16666667,605.7,13.58333333,4.566666667,,429.5,127.3,31.4,32.05,URGELL,directe,,directe
2008,URGELL,1216,16,3900.0,9600.0,4896,1232,"3974,025974",1767.3,19.3,8.716666667,645,1236.9,25.75,13.38333333,530.4,12.85,4.05,,827.0,288.5,29.6,30.85,URGELL,directe,,directe
2014,URGELL,1081,81,7340.0,10950.0,"8821,49",1162,"7591,643718",1469.6,21.19166667,9.741666667,645,737.1,27.3,13.98333333,732.5,15.08333333,5.5,,355.1,227.3,30.13333333,30.35,URGELL,directe,,directe
2015,URGELL,1063,121,6560.0,10970.0,8301,1184,"7010,97973",830.0,21.41666667,9.333333333,645,537.3,28.61666667,14.38333333,292.7,14.21666667,4.283333333,,195.1,199.3,32.53333333,33.35,URGELL,directe,,directe
2016,URGELL,1028,165,7770.0,12240.0,"10007,16",1193,"8388,23135",1182.3,20.96666667,9.183333333,645,513.1,27.78333333,13.65,669.2,14.15,4.716666667,,439.2,38.1,31.7,32.95,URGELL,directe,,directe
2017,URGELL,1014,193,6120.0,9650.0,"8068,13",1207,"6684,449047",1016.2,21.30833333,8.966666667,645,401.3,28.35,13.93333333,614.9,14.26666667,4.0,,244.6,52.5,32.53333333,32.8,URGELL,directe,,directe
2018,URGELL,957,248,7230.0,11320.0,"9726,47",1205,"8071,759336",1867.2,20.78333333,9.4,645,801.7,27.91666667,14.43333333,1065.5,13.65,4.366666667,,567.1,160.5,31.76666667,33.2,URGELL,directe,,directe
2019,URGELL,932,320,5740.0,12520.0,"9356,08",1252,"7472,907348",1140.9,20.85833333,9.141666667,645,514.3,27.36666667,13.75,626.6,14.35,4.533333333,,294.9,154.4,31.86666667,32.8,URGELL,directe,,directe
2020,URGELL,848,469,4270.0,9280.0,"7973,28",1317,"6054,123007",1575.5,20.59166667,9.558333333,645,918.4,27.28333333,14.43333333,657.1,13.9,4.683333333,,781.4,56.6,30.86666667,32.6,URGELL,directe,,directe
2021,URGELL,848,449,8180.0,16270.0,"14241,87",1297,"10980,62452",1040.5,20.375,9.183333333,645,534.7,27.11666667,13.91666667,505.8,13.63333333,4.45,,330.4,86.1,31.03333333,31.75,URGELL,directe,,directe
2022,URGELL,1267,33,8998.0,15270.0,"11904,376",1300,"9157,212308",1046.1,22.475,10.71666667,645,606.1,29.31666667,15.63333333,440.0,15.63333333,5.8,,244.4,273.0,33.96666667,34.5,URGELL,directe,,directe
2023,URGELL,1266,33,8713.0,15000.0,"11525,658",1299,"8872,715935",839.3,22.16666667,10.0,645,592.5,29.08333333,15.1,246.8,15.25,4.9,,411.6,92.5,32.36666667,33.7,URGELL,directe,,directe
2024,URGELL,1246,36,5000.0,15000.0,6770,1282,"5280,811232",1469.6,21.425,10.10833333,645,591.5,28.18333333,14.4,878.1,14.66666667,5.816666667,,301.1,78.9,32.73333333,34.25,URGELL,directe,,directe
2013,VALL D'ARAN,"0,9",0,7500.0,,7,"0,9","7777,777778",1332.2,14.89166667,4.141666667,975,621.8,20.38333333,7.7,710.4,9.4,0.583333333,,,,24.03333333333333,25.95,VALL D'ARAN,directe,,directe
2012,VALL D'ARAN,"0,9",0,5100.0,,5,"0,9","5555,555556",825.6,16.20833333,4.316666667,975,410.1,21.61666667,8.666666667,415.5,10.8,-0.033333333,,,,25.233333333333334,25.65,VALL D'ARAN,directe,,directe
2011,VALL D'ARAN,0,0,,,0,0,,810.1,16.525,5.291666667,975,327.2,21.61666667,9.183333333,482.9,11.43333333,1.4,,,,22.666666666666668,23.9,VALL D'ARAN,directe,,directe
2010,VALL D'ARAN,0,0,,,,0,,913.7,14.60833333,3.875,975,524.5,20.35,8.1,389.2,8.866666667,-0.35,,,,23.599999999999998,24.95,VALL D'ARAN,directe,,directe
2014,VALL D'ARAN,1,0,6480.0,0.0,"6,48",1,6480,1094.5,16.26666667,5.208333333,975,524.6,20.86666667,8.45,569.9,11.66666667,1.966666667,,,,22.866666666666664,22.7,VALL D'ARAN,directe,,directe
2015,VALL D'ARAN,1,0,6250.0,0.0,6,1,6000,960.9,16.86666667,5.191666667,975,493.1,22.31666667,9.05,467.8,11.41666667,1.333333333,,,,25.766666666666666,26.5,VALL D'ARAN,directe,,directe
2016,VALL D'ARAN,1,0,6260.0,0.0,"6,26",1,6260,686.2,16.45833333,5.158333333,975,307.8,21.53333333,8.666666667,378.4,11.38333333,1.65,,,,24.7,25.9,VALL D'ARAN,directe,,directe
2017,VALL D'ARAN,1,0,4930.0,0.0,"4,93",1,4930,859.2,16.75,4.833333333,975,356.8,22.3,8.933333333,502.4,11.2,0.733333333,,,,25.7,26.0,VALL D'ARAN,directe,,directe
2018,VALL D'ARAN,1,0,4050.0,0.0,"4,05",1,4050,1247.0,16.04166667,4.85,975,622.9,21.91666667,9.1,624.1,10.16666667,0.6,,,,24.833333333333332,25.9,VALL D'ARAN,directe,,directe
2019,VALL D'ARAN,1,0,4430.0,0.0,"4,43",1,4430,1062.9,16.525,4.691666667,975,415.4,21.73333333,8.483333333,647.5,11.31666667,0.9,,,,26.133333333333336,26.799999999999997,VALL D'ARAN,directe,,directe
2020,VALL D'ARAN,1,0,3290.0,0.0,"3,29",1,3290,1058.8,17.19166667,5.458333333,975,564.5,22.15,9.216666667,494.3,12.23333333,1.7,,,,24.53333333333333,26.35,VALL D'ARAN,directe,,directe
2021,VALL D'ARAN,1,0,3300.0,0.0,"3,3",1,3300,887.7,16.38333333,4.675,975,417.0,21.7,8.466666667,470.7,11.06666667,0.883333333,,,,24.8,25.35,VALL D'ARAN,directe,,directe
2022,VALL D'ARAN,1,0,3300.0,0.0,"3,3",1,3300,921.2,18.48333333,5.966666667,975,470.2,24.0,9.65,451.0,12.96666667,2.283333333,,,,28.266666666666666,29.0,VALL D'ARAN,directe,,directe
2023,VALL D'ARAN,1,0,2079.0,0.0,"2,079",1,2079,851.6,17.76666667,5.316666667,975,491.9,23.21666667,9.15,359.7,12.31666667,1.483333333,,,,25.933333333333334,27.15,VALL D'ARAN,directe,,directe
2024,VALL D'ARAN,1,0,4000.0,0.0,4,1,4000,945.7,17.05833333,5.775,975,426.0,21.66666667,8.766666667,519.7,12.45,2.783333333,,,,25.5,27.35,VALL D'ARAN,directe,,directe
2013,VALLÈS OCCIDENTAL,"40,9","1,9",10470.0,16000.0,459,"42,8","10724,29907",657.4,20.70833333,9.520833333,290,314.0,25.41666667,13.91666667,343.4,16.0,5.125,VALLÈS ORIENTAL,228.4,48.8,29.01666667,30.55,VALLÈS OCCIDENTAL,proxy,VALLÈS ORIENTAL,proxy_temp
2012,VALLÈS OCCIDENTAL,45,2,8056.0,15719.0,396,47,"8425,531915",493.4,21.275,9.566666667,290,262.5,26.375,14.75833333,230.9,16.175,4.375,VALLÈS ORIENTAL,119.0,81.1,30.05,30.6,VALLÈS OCCIDENTAL,proxy,VALLÈS ORIENTAL,proxy_temp
2011,VALLÈS OCCIDENTAL,46,2,10503.0,15719.0,520,48,"10833,33333",850.4,21.42916667,10.39166667,290,352.2,26.15,14.94166667,498.2,16.70833333,5.841666667,VALLÈS ORIENTAL,273.7,73.3,27.46666667,28.425,VALLÈS OCCIDENTAL,proxy,VALLÈS ORIENTAL,proxy_temp
2010,VALLÈS OCCIDENTAL,35,2,9295.0,13911.0,352,37,"9513,513514",804.3,19.6,9.341666667,290,382.3,25.05833333,14.275,422.0,14.14166667,4.408333333,VALLÈS ORIENTAL,232.2,56.2,28.56666667,29.9,VALLÈS OCCIDENTAL,proxy,VALLÈS ORIENTAL,proxy_temp
2009,VALLÈS OCCIDENTAL,36,3,9090.0,13604.0,368,39,"9435,897436",532.4,21.23333333,10.07916667,290,248.9,26.54166667,14.94166667,283.5,15.925,5.216666667,VALLÈS ORIENTAL,114.3,30.5,29.96666667,30.7,VALLÈS OCCIDENTAL,proxy,VALLÈS ORIENTAL,proxy_temp
2008,VALLÈS OCCIDENTAL,44,2,7308.0,10938.0,343,46,"7456,521739",670.6,20.42083333,9.845833333,290,352.8,25.24166667,14.475,317.8,15.6,5.216666667,VALLÈS ORIENTAL,279.6,49.0,28.45,29.55,VALLÈS OCCIDENTAL,proxy,VALLÈS ORIENTAL,proxy_temp
2014,VALLÈS OCCIDENTAL,40,1,8800.0,16000.0,368,41,"8975,609756",718.9,21.39166667,10.40416667,290,423.0,25.86666667,14.76666667,295.9,16.91666667,6.041666667,VALLÈS ORIENTAL,140.7,114.0,28.46666667,28.675,VALLÈS OCCIDENTAL,proxy,VALLÈS ORIENTAL,proxy_temp
2015,VALLÈS OCCIDENTAL,36,1,8800.0,16000.0,333,37,9000,332.6,21.79583333,10.07916667,290,163.6,26.96666667,15.05,169.0,16.625,5.108333333,VALLÈS ORIENTAL,57.9,65.9,30.2,30.725,VALLÈS OCCIDENTAL,proxy,VALLÈS ORIENTAL,proxy_temp
2016,VALLÈS OCCIDENTAL,32,1,9357.0,16000.0,"315,424",33,"9558,30303",456.1,21.43333333,10.16666667,290,225.6,26.175,14.48333333,230.5,16.69166667,5.85,VALLÈS ORIENTAL,168.0,19.0,29.48333333,30.6,VALLÈS OCCIDENTAL,proxy,VALLÈS ORIENTAL,proxy_temp
2017,VALLÈS OCCIDENTAL,33,1,9220.0,16000.0,"320,26",34,"9419,411765",475.0,21.7,9.8375,290,178.2,26.8,14.8,296.8,16.6,4.875,VALLÈS ORIENTAL,81.2,42.0,30.53333333,30.675,VALLÈS OCCIDENTAL,proxy,VALLÈS ORIENTAL,proxy_temp
2018,VALLÈS OCCIDENTAL,26,1,5100.0,11200.0,"143,8",27,"5325,925926",1037.7,21.35416667,10.40833333,290,424.3,26.725,15.375,613.4,15.98333333,5.441666667,VALLÈS ORIENTAL,242.4,135.1,29.96666667,31.25,VALLÈS OCCIDENTAL,proxy,VALLÈS ORIENTAL,proxy_temp
2019,VALLÈS OCCIDENTAL,27,1,1199.0,10700.0,"43,073",28,"1538,321429",565.7,21.87916667,9.945833333,290,268.1,26.40833333,14.61666667,297.6,17.35,5.275,VALLÈS ORIENTAL,164.7,89.0,30.56666667,31.175,VALLÈS OCCIDENTAL,proxy,VALLÈS ORIENTAL,proxy_temp
2020,VALLÈS OCCIDENTAL,25,1,680.0,3210.0,"20,21",26,"777,3076923",815.4,21.67916667,10.44166667,290,481.6,26.49166667,15.00833333,333.8,16.86666667,5.875,VALLÈS ORIENTAL,362.2,72.8,29.3,31.0,VALLÈS OCCIDENTAL,proxy,VALLÈS ORIENTAL,proxy_temp
2021,VALLÈS OCCIDENTAL,25,1,1190.0,3900.0,"33,65",26,"1294,230769",352.2,21.37083333,10.15416667,290,135.2,26.50833333,14.65,217.0,16.23333333,5.658333333,VALLÈS ORIENTAL,75.0,20.4,30.1,30.575,VALLÈS OCCIDENTAL,proxy,VALLÈS ORIENTAL,proxy_temp
2022,VALLÈS OCCIDENTAL,25,1,380.0,3800.0,"13,3",26,"511,5384615",421.8,23.2125,11.17083333,290,251.8,28.51666667,15.81666667,170.0,17.90833333,6.525,VALLÈS ORIENTAL,108.2,120.0,32.46666667,32.875,VALLÈS OCCIDENTAL,proxy,VALLÈS ORIENTAL,proxy_temp
2023,VALLÈS OCCIDENTAL,25,1,1000.0,1608.0,"26,608",26,"1023,384615",367.6,22.99583333,10.78333333,290,281.2,27.84166667,15.625,86.4,18.15,5.941666667,VALLÈS ORIENTAL,199.4,25.4,31.01666667,31.975,VALLÈS OCCIDENTAL,proxy,VALLÈS ORIENTAL,proxy_temp
2024,VALLÈS OCCIDENTAL,27,1,3968.0,8000.0,"115,136",28,4112,819.8,22.37083333,10.89166667,290,371.2,26.83333333,14.68333333,448.6,17.90833333,7.1,VALLÈS ORIENTAL,240.0,60.6,30.41666667,32.075,VALLÈS OCCIDENTAL,proxy,VALLÈS ORIENTAL,proxy_temp
2013,VALLÈS ORIENTAL,155,"0,6",6000.0,15500.0,939,"155,6","6034,70437",1971.7,20.70833333,9.520833333,202,930.3,25.41666667,13.91666667,1041.4,16.0,5.125,,523.6,116.9,29.01666667,30.55,VALLÈS ORIENTAL,directe,,directe
2012,VALLÈS ORIENTAL,159,"0,4",4631.0,15246.0,744,"159,4","4667,503137",1368.0,21.275,9.566666667,202,722.6,26.375,14.75833333,645.4,16.175,4.375,,416.3,103.2,30.05,30.6,VALLÈS ORIENTAL,directe,,directe
2011,VALLÈS ORIENTAL,165,1,8216.0,15246.0,1362,166,"8204,819277",2430.5,21.42916667,10.39166667,202,845.8,26.15,14.94166667,1584.7,16.70833333,5.841666667,,488.0,342.2,27.46666667,28.425,VALLÈS ORIENTAL,directe,,directe
2010,VALLÈS ORIENTAL,139,1,7496.0,13911.0,1045,140,"7464,285714",2296.7,19.6,9.341666667,202,1095.4,25.05833333,14.275,1201.3,14.14166667,4.408333333,,604.2,263.3,28.56666667,29.9,VALLÈS ORIENTAL,directe,,directe
2009,VALLÈS ORIENTAL,145,1,7330.0,13604.0,1076,146,"7369,863014",1453.0,21.23333333,10.07916667,202,637.3,26.54166667,14.94166667,815.7,15.925,5.216666667,,348.1,82.6,29.96666667,30.7,VALLÈS ORIENTAL,directe,,directe
2008,VALLÈS ORIENTAL,158,0,6182.0,,977,158,"6183,544304",2280.0,20.42083333,9.845833333,202,1148.9,25.24166667,14.475,1131.1,15.6,5.216666667,,926.8,117.3,28.45,29.55,VALLÈS ORIENTAL,directe,,directe
2014,VALLÈS ORIENTAL,154,0,5280.0,15500.0,"813,12",154,5280,1987.9,21.39166667,10.40416667,202,1174.4,25.86666667,14.76666667,813.5,16.91666667,6.041666667,,410.0,295.8,28.46666667,28.675,VALLÈS ORIENTAL,directe,,directe
2015,VALLÈS ORIENTAL,146,0,6700.0,0.0,978,146,"6698,630137",1276.5,21.79583333,10.07916667,202,648.9,26.96666667,15.05,627.6,16.625,5.108333333,,234.8,326.9,30.2,30.725,VALLÈS ORIENTAL,directe,,directe
2016,VALLÈS ORIENTAL,142,0,5993.0,10333.0,"851,006",142,5993,1515.8,21.43333333,10.16666667,202,637.9,26.175,14.48333333,877.9,16.69166667,5.85,,471.9,40.9,29.48333333,30.6,VALLÈS ORIENTAL,directe,,directe
2017,VALLÈS ORIENTAL,140,0,5920.0,0.0,"828,8",140,5920,1416.8,21.7,9.8375,202,558.1,26.8,14.8,858.7,16.6,4.875,,191.9,124.6,30.53333333,30.675,VALLÈS ORIENTAL,directe,,directe
2018,VALLÈS ORIENTAL,140,0,4800.0,0.0,672,140,4800,2874.6,21.35416667,10.40833333,202,1032.2,26.725,15.375,1842.4,15.98333333,5.441666667,,657.3,208.9,29.96666667,31.25,VALLÈS ORIENTAL,directe,,directe
2019,VALLÈS ORIENTAL,142,0,3777.0,0.0,"536,334",142,3777,1606.7,21.87916667,9.945833333,202,843.6,26.40833333,14.61666667,763.1,17.35,5.275,,370.5,334.9,30.56666667,31.175,VALLÈS ORIENTAL,directe,,directe
2020,VALLÈS ORIENTAL,144,0,1604.0,0.0,"230,976",144,1604,2528.1,21.67916667,10.44166667,202,1154.6,26.49166667,15.00833333,1373.5,16.86666667,5.875,,808.4,203.3,29.3,31.0,VALLÈS ORIENTAL,directe,,directe
2021,VALLÈS ORIENTAL,144,0,3650.0,0.0,"525,6",144,3650,1097.6,21.37083333,10.15416667,202,539.4,26.50833333,14.65,558.2,16.23333333,5.658333333,,243.3,97.2,30.1,30.575,VALLÈS ORIENTAL,directe,,directe
2022,VALLÈS ORIENTAL,143,0,2649.0,0.0,"378,807",143,2649,1101.8,23.2125,11.17083333,202,568.0,28.51666667,15.81666667,533.8,17.90833333,6.525,,242.8,268.9,32.46666667,32.875,VALLÈS ORIENTAL,directe,,directe
2023,VALLÈS ORIENTAL,142,0,2545.0,0.0,"361,39",142,2545,971.0,22.99583333,10.78333333,202,696.8,27.84166667,15.625,274.2,18.15,5.941666667,,418.0,127.4,31.01666667,31.975,VALLÈS ORIENTAL,directe,,directe
2024,VALLÈS ORIENTAL,144,0,3968.0,0.0,"571,392",144,3968,2000.7,22.37083333,10.89166667,202,1071.1,26.83333333,14.68333333,929.6,17.90833333,7.1,,621.8,82.8,30.41666667,32.075,VALLÈS ORIENTAL,directe,,directe
