any,comarca,sup_seca_ha,sup_reg_ha,rend_seca_kg_ha,rend_reg_kg_ha,prod_total_t,sup_total_ha,rend_total_kg_ha,precip_anual_mm,tmax_mitjana_any,tmin_mitjana_any,elev_m_num,precip_apr_sep_mm,tmax_mitjana_apr_sep,tmin_mitjana_apr_sep,precip_oct_mar_mm,tmax_mitjana_oct_mar,tmin_mitjana_oct_mar,proxy_de,precip_abr_jun_mm,precip_jul_aug_mm,tmax_mitjana_jun_aug,tmax_mitjana_jul_aug,comarca_raw,temp_font,temp_proxy_de,clima_font
2020,MONTSIÀ,4,2,0.0,0.0,0,6,0,1795.7,22.6,11.475,240,728.6,27.18333333,16.15,1067.1,18.01666667,6.8,BAIX CAMP,621.8,29.7,30.16666667,31.85,MONTSIÀ,proxy,BAIX CAMP,proxy_temp
2021,MONTSIÀ,5,2,8182.0,9239.0,"59,388",7,8484,1230.5,22.21666667,11.325,240,749.2,26.75,15.96666667,481.3,17.68333333,6.683333333,BAIX CAMP,276.9,191.7,30.06666667,30.7,MONTSIÀ,proxy,BAIX CAMP,proxy_temp
2022,MONTSIÀ,5,2,6863.0,7745.0,"49,805",7,7115,1037.0,23.39166667,12.21666667,240,574.1,28.2,16.78333333,462.9,18.58333333,7.65,BAIX CAMP,380.0,79.3,31.6,32.45,MONTSIÀ,proxy,BAIX CAMP,proxy_temp
2023,MONTSIÀ,5,2,1748.0,250.0,"9,24",7,1320,1022.8,23.33333333,11.7,240,817.8,27.91666667,16.76666667,205.0,18.75,6.633333333,BAIX CAMP,216.2,103.7,31.0,32.05,MONTSIÀ,proxy,BAIX CAMP,proxy_temp
2024,MONTSIÀ,5,2,4000.0,55000.0,130,7,"18571,42857",1605.1,22.63333333,11.775,240,594.9,26.71666667,15.8,1010.2,18.55,7.75,BAIX CAMP,248.8,20.1,29.63333333,31.25,MONTSIÀ,proxy,BAIX CAMP,proxy_temp
2013,NOGUERA,"216,3","166,2",8000.0,17000.0,4556,"382,5","11911,11111",419.2,20.76666667,8.808333333,192,202.3,26.91666667,13.46666667,216.9,14.61666667,4.15,,131.7,65.3,30.76666667,32.3,NOGUERA,directe,,directe
2012,NOGUERA,173,219,5100.0,8030.0,2637,392,"6727,040816",319.5,21.94166667,9.091666667,192,171.4,28.61666667,14.93333333,148.1,15.26666667,3.25,,83.4,38.0,32.63333333,33.1,NOGUERA,directe,,directe
2011,NOGUERA,216,187,6750.0,10600.0,3438,403,"8531,01737",291.6,22.29166667,10.01666667,192,103.6,29.1,15.11666667,188.0,15.48333333,4.916666667,,86.6,9.2,31.0,32.0,NOGUERA,directe,,directe
2010,NOGUERA,227,191,6600.0,10500.0,3502,418,"8377,990431",375.7,20.86666667,8.775,192,184.3,27.71666667,14.06666667,191.4,14.01666667,3.483333333,,154.0,7.3,31.53333333,33.1,NOGUERA,directe,,directe
2009,NOGUERA,233,151,4066.0,9630.0,2402,384,"6255,208333",398.1,22.10833333,9.808333333,192,240.1,28.86666667,15.13333333,158.0,15.35,4.483333333,,136.7,51.3,32.83333333,33.4,NOGUERA,directe,,directe
2008,NOGUERA,235,148,3900.0,9600.0,2337,383,"6101,827676",427.1,20.93333333,9.283333333,192,288.4,27.33333333,14.33333333,138.7,14.53333333,4.233333333,,213.5,30.3,30.86666667,32.1,NOGUERA,directe,,directe
2014,NOGUERA,174,195,5960.0,9760.0,"2940,24",369,"7968,130081",426.7,22.38333333,10.2,192,224.6,28.71666667,14.98333333,202.1,16.05,5.416666667,,69.6,44.8,31.5,31.65,NOGUERA,directe,,directe
2015,NOGUERA,184,166,5500.0,10010.0,2674,350,7640,261.7,21.94166667,9.725,192,93.8,29.36666667,14.9,167.9,14.51666667,4.55,,32.7,47.1,33.2,33.85,NOGUERA,directe,,directe
2016,NOGUERA,147,180,5210.0,10250.0,"2610,87",327,"7984,311927",312.4,21.825,9.841666667,192,118.0,28.83333333,14.41666667,194.4,14.81666667,5.266666667,,107.2,0.4,32.7,33.9,NOGUERA,directe,,directe
2017,NOGUERA,144,183,4110.0,8080.0,"2070,48",327,"6331,743119",242.0,22.34166667,9.233333333,192,100.1,29.38333333,14.71666667,141.9,15.3,3.75,,63.8,20.8,33.16666667,33.45,NOGUERA,directe,,directe
2018,NOGUERA,132,191,4740.0,9320.0,"2405,8",323,"7448,297214",564.1,21.89166667,10.19166667,192,232.2,28.91666667,15.56666667,331.9,14.86666667,4.816666667,,151.8,60.9,32.6,34.0,NOGUERA,directe,,directe
2019,NOGUERA,113,205,5050.0,10220.0,"2665,75",318,"8382,861635",288.9,22.60833333,9.325,192,122.6,29.1,14.38333333,166.3,16.11666667,4.266666667,,69.8,47.0,33.4,34.3,NOGUERA,directe,,directe
2020,NOGUERA,105,215,3750.0,7600.0,"2027,75",320,"6336,71875",496.9,22.1,10.08333333,192,257.9,28.98333333,15.15,239.0,15.21666667,5.016666667,,232.9,20.2,32.43333333,34.15,NOGUERA,directe,,directe
2021,NOGUERA,101,216,4200.0,8400.0,"2238,6",317,"7061,829653",284.9,22.01666667,9.533333333,192,130.2,28.61666667,14.7,154.7,15.41666667,4.366666667,,81.2,25.4,32.5,33.35,NOGUERA,directe,,directe
2022,NOGUERA,154,171,3906.0,7812.0,"1937,376",325,"5961,156923",284.3,23.7,10.8,192,162.4,30.76666667,16.11666667,121.9,16.63333333,5.483333333,,61.3,66.7,35.33333333,35.7,NOGUERA,directe,,directe
2023,NOGUERA,147,173,3803.0,7120.0,"1790,801",320,"5596,253125",179.0,23.60833333,10.23333333,192,106.0,30.5,15.71666667,73.0,16.71666667,4.75,,55.2,17.9,33.73333333,35.0,NOGUERA,directe,,directe
2024,NOGUERA,145,172,1100.0,5591.0,"1121,152",317,"3536,757098",464.7,22.50833333,10.525,192,209.1,29.45,14.93333333,255.6,15.56666667,6.116666667,,95.7,39.8,33.8,35.25,NOGUERA,directe,,directe
2013,OSONA,"3,1",0,6800.0,,21,"3,1","6774,193548",1473.9,19.11666667,6.716666667,508,1030.9,24.46666667,11.0,443.0,13.76666667,2.433333333,,499.2,478.5,28.16666667,29.65,OSONA,directe,,directe
2012,OSONA,3,0,5265.0,,14,3,"4666,666667",998.2,20.19166667,6.575,508,683.8,26.2,11.91666667,314.4,14.18333333,1.233333333,,344.2,133.3,30.53333333,31.3,OSONA,directe,,directe
2011,OSONA,3,0,5265.0,,15,3,5000,1644.0,20.31666667,7.383333333,508,803.1,26.01666667,12.13333333,840.9,14.61666667,2.633333333,,455.5,288.4,27.56666667,28.7,OSONA,directe,,directe
2010,OSONA,2,0,6052.0,,11,2,5500,1729.2,18.15833333,6.708333333,508,1125.0,24.53333333,11.66666667,604.2,11.78333333,1.75,,604.2,257.5,28.23333333,29.9,OSONA,directe,,directe
2009,OSONA,2,,5918.0,,12,2,6000,1416.1,20.1,7.15,508,871.7,26.25,11.7,544.4,13.95,2.6,,331.2,311.1,29.96666667,30.7,OSONA,directe,,directe
2008,OSONA,2,0,5313.0,,11,2,5500,1628.2,18.95,7.058333333,508,1074.5,24.41666667,11.83333333,553.7,13.48333333,2.283333333,,716.7,224.0,27.93333333,29.35,OSONA,directe,,directe
2014,OSONA,3,0,5280.0,0.0,"15,84",3,5280,2036.6,19.75,7.75,508,1421.0,25.0,12.13333333,615.6,14.5,3.366666667,,485.7,684.0,27.36666667,27.4,OSONA,directe,,directe
2015,OSONA,3,0,5280.0,0.0,16,3,"5333,333333",1133.3,20.55,7.291666667,508,869.2,26.75,12.16666667,264.1,14.35,2.416666667,,389.5,329.1,30.3,31.15,OSONA,directe,,directe
2016,OSONA,3,0,5787.0,0.0,"17,361",3,5787,1386.7,20.275,7.458333333,508,762.1,26.15,11.66666667,624.6,14.4,3.25,,327.0,218.5,29.96666667,31.35,OSONA,directe,,directe
2017,OSONA,3,0,5420.0,0.0,"16,26",3,5420,1047.1,20.60833333,6.916666667,508,599.1,26.81666667,11.88333333,448.0,14.4,1.95,,300.3,103.4,31.0,31.65,OSONA,directe,,directe
2018,OSONA,3,3,2800.0,11400.0,"42,6",6,7100,2330.3,19.63333333,7.6,508,1319.2,25.91666667,12.48333333,1011.1,13.35,2.716666667,,615.0,531.9,29.06666667,30.5,OSONA,directe,,directe
2019,OSONA,3,3,2000.0,3500.0,"16,5",6,2750,1053.7,20.58333333,6.65,508,619.2,26.23333333,11.36666667,434.5,14.93333333,1.933333333,,327.3,108.6,30.96666667,31.95,OSONA,directe,,directe
2020,OSONA,2,3,2375.0,2100.0,"11,05",5,2210,1790.8,20.125,7.616666667,508,1080.3,25.9,12.35,710.5,14.35,2.883333333,,694.9,286.7,28.8,30.75,OSONA,directe,,directe
2021,OSONA,4,3,2600.0,0.0,"10,4",7,"1485,714286",964.2,20.18333333,7.325,508,618.2,26.11666667,11.83333333,346.0,14.25,2.816666667,,336.1,107.4,30.26666667,31.35,OSONA,directe,,directe
2022,OSONA,6,3,2600.0,4400.0,"28,8",9,3200,1049.0,22.05833333,7.95,508,729.0,28.3,12.66666667,320.0,15.81666667,3.233333333,,348.8,250.3,32.9,33.65,OSONA,directe,,directe
2023,OSONA,9,0,3812.0,0.0,"34,308",9,3812,1122.7,21.80833333,7.5,508,945.8,27.53333333,12.55,176.9,16.08333333,2.45,,700.2,135.0,30.8,32.4,OSONA,directe,,directe
2024,OSONA,9,0,1875.0,0.0,"16,875",9,1875,1604.6,21.15,8.258333333,508,906.7,26.51666667,12.16666667,697.9,15.78333333,4.35,,607.5,225.6,30.63333333,32.75,OSONA,directe,,directe
2013,PALLARS JUSSÀ,"217,2","17,9",7650.0,9640.0,1834,"235,1","7800,935772",1429.3,20.35833333,5.683333333,508,956.2,26.15,10.61666667,473.1,14.56666667,0.75,,476.7,358.6,30.26666667,32.0,PALLARS JUSSÀ,directe,,directe
2012,PALLARS JUSSÀ,213,21,5100.0,8030.0,1257,234,"5371,794872",978.0,21.075,6.058333333,508,580.4,27.78333333,11.9,397.6,14.36666667,0.216666667,,373.3,141.7,32.06666667,32.75,PALLARS JUSSÀ,directe,,directe
2011,PALLARS JUSSÀ,223,17,6750.0,10700.0,1691,240,"7045,833333",1042.6,21.30833333,6.775,508,553.9,27.88333333,12.1,488.7,14.73333333,1.45,,401.9,113.9,29.93333333,31.15,PALLARS JUSSÀ,directe,,directe
2010,PALLARS JUSSÀ,228,14,6600.0,10500.0,1653,242,"6830,578512",1416.6,19.44166667,5.65,508,836.1,26.58333333,11.28333333,580.5,12.3,0.016666667,,518.7,162.7,30.56666667,32.15,PALLARS JUSSÀ,directe,,directe
2009,PALLARS JUSSÀ,228,13,3799.0,9630.0,986,241,"4091,286307",1293.2,20.99166667,6.55,508,739.7,27.9,12.01666667,553.5,14.08333333,1.083333333,,428.4,213.1,32.03333333,32.85,PALLARS JUSSÀ,directe,,directe
2008,PALLARS JUSSÀ,200,16,3900.0,9600.0,934,216,"4324,074074",1550.5,20.04166667,6.125,508,1060.2,26.43333333,11.45,490.3,13.65,0.8,,842.6,118.0,30.3,31.65,PALLARS JUSSÀ,directe,,directe
2014,PALLARS JUSSÀ,209,28,5960.0,8800.0,"1492,04",237,"6295,527426",1440.0,21.00833333,6.933333333,508,881.0,27.33333333,11.78333333,559.0,14.68333333,2.083333333,,384.7,356.1,29.96666667,30.1,PALLARS JUSSÀ,directe,,directe
2015,PALLARS JUSSÀ,214,24,5750.0,9370.0,1455,238,"6113,445378",1006.6,22.025,6.516666667,508,765.2,28.65,12.16666667,241.4,15.4,0.866666667,,213.2,366.2,32.53333333,33.3,PALLARS JUSSÀ,directe,,directe
2016,PALLARS JUSSÀ,207,24,6130.0,9670.0,"1500,99",231,"6497,792208",1164.9,21.38333333,6.441666667,508,626.0,28.16666667,11.48333333,538.9,14.6,1.4,,389.4,109.4,32.53333333,34.05,PALLARS JUSSÀ,directe,,directe
2017,PALLARS JUSSÀ,220,24,4830.0,7620.0,"1245,48",244,"5104,42623",917.2,21.89166667,6.108333333,508,443.3,28.63333333,11.78333333,473.9,15.15,0.433333333,,286.2,66.4,32.93333333,33.5,PALLARS JUSSÀ,directe,,directe
2018,PALLARS JUSSÀ,212,40,4250.0,8790.0,"1252,6",252,"4970,634921",1796.2,20.35,7.025,508,938.5,27.55,12.4,857.7,13.15,1.65,,638.3,191.0,31.2,32.85,PALLARS JUSSÀ,directe,,directe
2019,PALLARS JUSSÀ,215,39,4520.0,9610.0,"1346,59",254,"5301,535433",1218.8,21.825,6.258333333,508,617.5,28.28333333,11.6,601.3,15.36666667,0.916666667,,350.9,218.2,32.83333333,33.85,PALLARS JUSSÀ,directe,,directe
2020,PALLARS JUSSÀ,214,46,3360.0,7140.0,"1047,48",260,"4028,769231",1360.4,21.15,7.116666667,508,795.6,27.58333333,12.38333333,564.8,14.71666667,1.85,,555.5,186.7,30.86666667,32.65,PALLARS JUSSÀ,directe,,directe
2021,PALLARS JUSSÀ,213,48,4155.0,8400.0,"1288,215",261,"4935,689655",1077.0,21.25,6.458333333,508,686.5,27.8,11.96666667,390.5,14.7,0.95,,429.8,119.2,32.06666667,33.5,PALLARS JUSSÀ,directe,,directe
2022,PALLARS JUSSÀ,246,24,2493.0,7560.0,"794,718",270,"2943,4",1124.4,22.7,7.458333333,508,629.1,30.08333333,12.83333333,495.3,15.31666667,2.083333333,,241.8,299.7,34.9,35.25,PALLARS JUSSÀ,directe,,directe
2023,PALLARS JUSSÀ,241,24,3161.0,8150.0,"957,401",265,"3612,833962",873.8,22.74166667,7.0,508,526.9,29.45,12.5,346.9,16.03333333,1.5,,393.0,67.9,32.5,34.35,PALLARS JUSSÀ,directe,,directe
2024,PALLARS JUSSÀ,233,24,3300.0,4705.0,"881,82",257,"3431,206226",1484.1,21.85,7.475,508,775.6,28.36666667,12.05,708.5,15.33333333,2.9,,444.4,138.2,33.2,35.1,PALLARS JUSSÀ,directe,,directe
2013,PALLARS SOBIRÀ,"0,9","2,3",7650.0,9600.0,29,"3,2","9062,5",977.6,18.25833333,2.933333333,823,598.0,23.23333333,7.233333333,379.6,13.28333333,-1.366666667,,274.4,287.7,26.83333333,28.3,PALLARS SOBIRÀ,directe,,directe
2012,PALLARS SOBIRÀ,2,0,5100.0,,12,2,6000,670.3,19.15833333,2.866666667,823,333.6,24.56666667,7.783333333,336.7,13.75,-2.05,,232.9,57.4,28.53333333,29.45,PALLARS SOBIRÀ,directe,,directe
2011,PALLARS SOBIRÀ,1,0,6750.0,,5,1,5000,764.2,19.53333333,3.658333333,823,429.7,25.4,8.25,334.5,13.66666667,-0.933333333,,243.9,137.0,27.06666667,28.2,PALLARS SOBIRÀ,directe,,directe
2010,PALLARS SOBIRÀ,1,0,6600.0,,5,1,5000,962.2,17.11666667,2.65,823,555.4,23.5,7.4,406.8,10.73333333,-2.1,,327.0,157.1,27.1,29.0,PALLARS SOBIRÀ,directe,,directe
2014,PALLARS SOBIRÀ,1,3,6580.0,8520.0,"32,14",4,8035,995.6,19.10833333,3.866666667,823,565.9,24.21666667,7.783333333,429.7,14.0,-0.05,,255.3,239.2,26.43333333,26.45,PALLARS SOBIRÀ,directe,,directe
2015,PALLARS SOBIRÀ,5,0,6350.0,9070.0,32,5,6400,680.3,20.05,3.691666667,823,487.8,25.6,8.466666667,192.5,14.5,-1.083333333,,226.3,192.8,29.13333333,29.9,PALLARS SOBIRÀ,directe,,directe
2016,PALLARS SOBIRÀ,5,0,5660.0,0.0,"28,3",5,5660,753.0,19.45,3.325,823,380.1,25.06666667,7.616666667,372.9,13.83333333,-0.966666667,,234.6,94.5,29.0,30.4,PALLARS SOBIRÀ,directe,,directe
2017,PALLARS SOBIRÀ,6,0,4460.0,0.0,"26,76",6,4460,638.6,20.15,2.958333333,823,251.8,25.75,7.75,386.8,14.55,-1.833333333,,168.8,58.3,29.4,29.9,PALLARS SOBIRÀ,directe,,directe
2018,PALLARS SOBIRÀ,7,1,4320.0,8580.0,"38,82",8,"4852,5",1274.7,18.8,3.583333333,823,744.6,24.73333333,8.533333333,530.1,12.86666667,-1.366666667,,522.6,109.5,28.06666667,29.45,PALLARS SOBIRÀ,directe,,directe
2019,PALLARS SOBIRÀ,8,0,4720.0,0.0,"37,76",8,4720,842.9,19.925,2.725,823,336.2,25.28333333,7.316666667,506.7,14.56666667,-1.866666667,,177.6,140.5,29.53333333,30.4,PALLARS SOBIRÀ,directe,,directe
2020,PALLARS SOBIRÀ,5,5,3510.0,7060.0,"52,85",10,5285,923.1,19.61666667,3.691666667,823,504.5,24.96666667,8.533333333,418.6,14.26666667,-1.15,,320.6,141.9,27.93333333,29.85,PALLARS SOBIRÀ,directe,,directe
2021,PALLARS SOBIRÀ,5,6,3200.0,6500.0,55,11,5000,756.9,19.04166667,2.825,823,447.0,24.3,7.55,309.9,13.78333333,-1.9,,303.8,66.2,28.16666667,29.65,PALLARS SOBIRÀ,directe,,directe
2022,PALLARS SOBIRÀ,8,5,2080.0,5200.0,"42,64",13,3280,686.8,20.78333333,3.841666667,823,351.2,26.93333333,8.4,335.6,14.63333333,-0.716666667,,147.6,149.6,31.5,32.05,PALLARS SOBIRÀ,directe,,directe
2023,PALLARS SOBIRÀ,9,5,2050.0,5109.0,"43,995",14,"3142,5",787.8,20.54166667,3.441666667,823,398.4,26.18333333,8.183333333,389.4,14.9,-1.3,,252.9,100.2,29.06666667,30.65,PALLARS SOBIRÀ,directe,,directe
2024,PALLARS SOBIRÀ,14,5,2400.0,3700.0,"52,1",19,"2742,105263",1197.3,19.95,4.058333333,823,638.1,25.05,7.816666667,559.2,14.85,0.3,,261.9,177.3,29.43333333,31.25,PALLARS SOBIRÀ,directe,,directe
2013,PLA DE L'ESTANY,"1,2",0,4000.0,,5,"1,2","4166,666667",1070.8,21.39166667,7.366666667,296,561.4,26.13333333,11.8,509.4,16.65,2.933333333,GIRONÈS,310.4,198.3,29.9,31.65,PLA DE L'ESTANY,proxy,GIRONÈS,proxy_temp
2012,PLA DE L'ESTANY,1,0,4050.0,,4,1,4000,570.6,21.95,7.208333333,296,303.1,27.06666667,12.41666667,267.5,16.83333333,2.0,GIRONÈS,140.1,77.9,30.8,31.55,PLA DE L'ESTANY,proxy,GIRONÈS,proxy_temp
2011,PLA DE L'ESTANY,1,0,5075.0,,6,1,6000,1166.2,22.16666667,8.158333333,296,520.2,27.06666667,12.76666667,646.0,17.26666667,3.55,GIRONÈS,264.7,156.1,28.5,29.4,PLA DE L'ESTANY,proxy,GIRONÈS,proxy_temp
2010,PLA DE L'ESTANY,0,0,4250.0,,2,0,,955.2,20.65,7.291666667,296,516.6,26.33333333,12.01666667,438.6,14.96666667,2.566666667,GIRONÈS,296.5,135.4,29.93333333,31.3,PLA DE L'ESTANY,proxy,GIRONÈS,proxy_temp
2009,PLA DE L'ESTANY,1,,5000.0,,5,1,5000,755.2,22.26666667,7.516666667,296,482.0,27.75,12.4,273.2,16.78333333,2.633333333,GIRONÈS,317.4,102.9,31.6,32.35,PLA DE L'ESTANY,proxy,GIRONÈS,proxy_temp
2008,PLA DE L'ESTANY,1,0,4920.0,7135.0,5,1,5000,1075.3,21.34166667,7.183333333,296,619.5,26.38333333,11.68333333,455.8,16.3,2.683333333,GIRONÈS,388.0,153.3,29.73333333,30.9,PLA DE L'ESTANY,proxy,GIRONÈS,proxy_temp
2014,PLA DE L'ESTANY,1,0,3800.0,0.0,"3,8",1,3800,1153.6,22.25833333,8.341666667,296,729.2,26.58333333,12.7,424.4,17.93333333,3.983333333,GIRONÈS,332.1,253.7,28.93333333,28.85,PLA DE L'ESTANY,proxy,GIRONÈS,proxy_temp
2015,PLA DE L'ESTANY,2,0,4000.0,0.0,8,2,4000,907.0,22.93333333,7.666666667,296,609.3,28.25,12.73333333,297.7,17.61666667,2.6,GIRONÈS,350.4,166.1,31.8,32.05,PLA DE L'ESTANY,proxy,GIRONÈS,proxy_temp
2016,PLA DE L'ESTANY,2,0,3324.0,5462.0,"6,648",2,3324,871.4,22.55,7.791666667,296,472.6,27.43333333,12.15,398.8,17.66666667,3.433333333,GIRONÈS,336.8,72.1,30.86666667,32.4,PLA DE L'ESTANY,proxy,GIRONÈS,proxy_temp
2017,PLA DE L'ESTANY,1,0,4353.0,6337.0,"4,353",1,4353,646.9,23.04166667,7.25,296,361.6,28.5,12.33333333,285.3,17.58333333,2.166666667,GIRONÈS,144.9,114.1,32.23333333,32.05,PLA DE L'ESTANY,proxy,GIRONÈS,proxy_temp
2018,PLA DE L'ESTANY,1,0,3324.0,0.0,"3,324",1,3324,1439.2,22.46666667,7.958333333,296,806.9,28.13333333,12.8,632.3,16.8,3.116666667,GIRONÈS,501.8,206.5,31.53333333,32.85,PLA DE L'ESTANY,proxy,GIRONÈS,proxy_temp
2019,PLA DE L'ESTANY,1,0,3330.0,0.0,"3,33",1,3330,587.2,23.0,7.116666667,296,306.9,27.78333333,12.01666667,280.3,18.21666667,2.216666667,GIRONÈS,170.9,80.3,32.2,33.05,PLA DE L'ESTANY,proxy,GIRONÈS,proxy_temp
2020,PLA DE L'ESTANY,1,0,3375.0,0.0,"3,375",1,3375,1324.0,22.60833333,8.258333333,296,665.6,27.65,12.98333333,658.4,17.56666667,3.533333333,GIRONÈS,366.5,176.8,30.43333333,32.25,PLA DE L'ESTANY,proxy,GIRONÈS,proxy_temp
2021,PLA DE L'ESTANY,1,0,3675.0,0.0,4,1,4000,760.5,22.25833333,7.65,296,506.1,27.45,12.31666667,254.4,17.06666667,2.983333333,GIRONÈS,270.3,107.3,31.56666667,31.85,PLA DE L'ESTANY,proxy,GIRONÈS,proxy_temp
2022,PLA DE L'ESTANY,1,0,0.0,0.0,0,1,0,673.8,24.01666667,8.433333333,296,417.2,29.73333333,13.3,256.6,18.3,3.566666667,GIRONÈS,137.3,125.6,34.2,34.8,PLA DE L'ESTANY,proxy,GIRONÈS,proxy_temp
2023,PLA DE L'ESTANY,1,2,2300.0,2452.0,"7,204",3,"2401,333333",557.8,23.95,7.933333333,296,430.4,28.91666667,13.31666667,127.4,18.98333333,2.55,GIRONÈS,277.6,113.2,32.0,33.15,PLA DE L'ESTANY,proxy,GIRONÈS,proxy_temp
2024,PLA DE L'ESTANY,1,2,2489.0,4300.0,"11,089",3,"3696,333333",873.3,23.175,8.608333333,296,508.5,27.58333333,12.51666667,364.8,18.76666667,4.7,GIRONÈS,349.9,80.1,31.3,33.25,PLA DE L'ESTANY,proxy,GIRONÈS,proxy_temp
2013,PLA D'URGELL,"2,3","0,2",7200.0,10560.0,19,"2,5",7600,1032.5,20.14166667,8.425,505,466.0,26.35,12.78333333,566.5,13.93333333,4.066666667,URGELL,343.3,78.0,30.4,32.1,PLA D'URGELL,proxy,URGELL,proxy_temp
2012,PLA D'URGELL,0,1,,8800.0,9,1,9000,685.6,21.09166667,8.791666667,505,263.6,27.93333333,14.06666667,422.0,14.25,3.516666667,URGELL,144.8,56.4,32.2,32.5,PLA D'URGELL,proxy,URGELL,proxy_temp
2011,PLA D'URGELL,1,0,8800.0,,8,1,8000,680.4,21.125,9.4,505,262.9,28.26666667,14.1,417.5,13.98333333,4.7,URGELL,207.2,49.7,30.36666667,31.5,PLA D'URGELL,proxy,URGELL,proxy_temp
2010,PLA D'URGELL,1,0,8700.0,,8,1,8000,855.2,19.08333333,8.175,505,399.9,26.11666667,13.21666667,455.3,12.05,3.133333333,URGELL,294.8,47.3,30.2,31.75,PLA D'URGELL,proxy,URGELL,proxy_temp
2009,PLA D'URGELL,1,,3692.0,9737.0,4,1,4000,810.2,20.35833333,9.366666667,505,453.8,27.13333333,14.16666667,356.4,13.58333333,4.566666667,URGELL,327.0,60.8,31.4,32.05,PLA D'URGELL,proxy,URGELL,proxy_temp
2008,PLA D'URGELL,1,0,3900.0,,4,1,4000,1032.0,19.3,8.716666667,505,641.3,25.75,13.38333333,390.7,12.85,4.05,URGELL,483.0,59.5,29.6,30.85,PLA D'URGELL,proxy,URGELL,proxy_temp
2014,PLA D'URGELL,0,1,0.0,9120.0,"9,12",1,9120,1138.7,21.19166667,9.741666667,505,632.1,27.3,13.98333333,506.6,15.08333333,5.5,URGELL,330.3,123.5,30.13333333,30.35,PLA D'URGELL,proxy,URGELL,proxy_temp
2015,PLA D'URGELL,0,1,0.0,9710.0,10,1,10000,545.7,21.41666667,9.333333333,505,279.9,28.61666667,14.38333333,265.8,14.21666667,4.283333333,URGELL,159.0,91.3,32.53333333,33.35,PLA D'URGELL,proxy,URGELL,proxy_temp
2013,PRIORAT,"2781,6","568,6",3459.0,5191.0,12573,"3350,2","3752,910274",615.9,21.60833333,10.575,357,249.0,26.6,14.16666667,366.9,16.61666667,6.983333333,ALT CAMP,229.2,16.3,29.8,31.0,PRIORAT,proxy,ALT CAMP,proxy_temp
2012,PRIORAT,2780,563,3170.0,4135.0,11140,3343,"3332,336225",376.5,22.11666667,10.65,357,154.0,27.31666667,15.48333333,222.5,16.91666667,5.816666667,ALT CAMP,85.3,29.7,30.6,31.1,PRIORAT,proxy,ALT CAMP,proxy_temp
2011,PRIORAT,3142,260,5230.0,6540.0,18134,3402,"5330,393886",424.8,22.11666667,11.11666667,357,143.4,27.18333333,15.13333333,281.4,17.05,7.1,ALT CAMP,116.7,24.4,28.86666667,29.9,PRIORAT,proxy,ALT CAMP,proxy_temp
2010,PRIORAT,3069,247,5000.0,6050.0,16841,3316,"5078,709288",511.7,20.425,9.716666667,357,257.7,26.46666667,14.48333333,254.0,14.38333333,4.95,ALT CAMP,146.2,45.3,29.5,30.5,PRIORAT,proxy,ALT CAMP,proxy_temp
2009,PRIORAT,3007,212,5243.0,10165.0,17921,3219,"5567,256912",441.0,21.65833333,10.76666667,357,224.3,27.15,14.96666667,216.7,16.16666667,6.566666667,ALT CAMP,148.7,26.9,30.3,30.9,PRIORAT,proxy,ALT CAMP,proxy_temp
2008,PRIORAT,3026,285,3290.0,3860.0,11056,3311,"3339,172455",592.1,21.025,10.1,357,375.9,26.01666667,14.06666667,216.2,16.03333333,6.133333333,ALT CAMP,296.6,37.8,29.53333333,30.8,PRIORAT,proxy,ALT CAMP,proxy_temp
2014,PRIORAT,2765,559,3650.0,5476.0,"13153,334",3324,"3957,080024",565.8,22.39166667,11.4,357,246.1,27.3,15.11666667,319.7,17.48333333,7.683333333,ALT CAMP,157.1,24.4,29.56666667,29.85,PRIORAT,proxy,ALT CAMP,proxy_temp
2015,PRIORAT,3064,285,4064.0,6097.0,14190,3349,"4237,085697",303.8,22.275,10.65,357,115.0,27.43333333,14.7,188.8,17.11666667,6.6,ALT CAMP,59.8,32.2,30.46666667,31.0,PRIORAT,proxy,ALT CAMP,proxy_temp
2016,PRIORAT,3060,289,3750.0,6000.0,13209,3349,"3944,162437",475.3,22.49166667,10.925,357,166.1,27.65,14.46666667,309.2,17.33333333,7.383333333,ALT CAMP,149.9,2.6,31.06666667,32.05,PRIORAT,proxy,ALT CAMP,proxy_temp
2017,PRIORAT,3091,294,3634.0,4179.0,"12461,32",3385,"3681,335303",372.1,22.68333333,10.33333333,357,154.5,28.31666667,14.53333333,217.6,17.05,6.133333333,ALT CAMP,81.6,54.6,31.5,31.85,PRIORAT,proxy,ALT CAMP,proxy_temp
2018,PRIORAT,3089,296,3750.0,6000.0,"13359,75",3385,"3946,750369",660.2,22.25,11.15833333,357,238.9,28.23333333,15.48333333,421.3,16.26666667,6.833333333,ALT CAMP,197.5,37.4,31.46666667,32.9,PRIORAT,proxy,ALT CAMP,proxy_temp
2019,PRIORAT,3114,300,3260.0,3621.0,"11237,94",3414,"3291,72232",390.0,22.36666667,10.35833333,357,130.5,27.4,14.3,259.5,17.33333333,6.416666667,ALT CAMP,75.2,37.2,31.03333333,32.25,PRIORAT,proxy,ALT CAMP,proxy_temp
