any;comarca;sup_seca_ha;sup_reg_ha;rend_seca_kg_ha;rend_reg_kg_ha;prod_total_t;sup_total_ha;rend_total_kg_ha;precip_anual_mm;tmax_mitjana_any;tmin_mitjana_any;elev_m_num;precip_apr_sep_mm;tmax_mitjana_apr_sep;tmin_mitjana_apr_sep;precip_oct_mar_mm;tmax_mitjana_oct_mar;tmin_mitjana_oct_mar;proxy_de;pq_meteocat_precip_abr_jun.precip_abr_jun_mm;pq_meteocat_precip_jul_ago.precip_jul_ago_mm;pq_meteocat_tmax_jun_aug.tmax_mitjana_jun_aug;pq_meteocat_tmax_jul_aug.tmax_mitjana_jul_aug
2021;CONCA DE BARBERÀ;4010;28;10578;13007;42781,976;4038;10594,84299;1304,9;;;560;704,4;;;600,5;;;;514,5;76,2;;
2022;CONCA DE BARBERÀ;4036;28;8880;10904;36144,992;4064;8893,944882;1057,7;;;560;698,5;;;359,2;;;;326,9;298,2;;
2023;CONCA DE BARBERÀ;4012;28;4996;4511;20170,26;4040;4992,638614;972,1;;;560;710,2;;;261,9;;;;352,6;160,4;;
2024;CONCA DE BARBERÀ;3973;28;4540;5252;18184,476;4001;4544,982754;1863,5;;;560;879,7;;;983,8;;;;397,6;100,5;;
2013;GARRAF;875,2;0,7;9343;15000;8187;875,9;9346,957415;586,9;;;17;260,2;;;326,7;;;;144,5;77,1;;
2012;GARRAF;880;1;7187;15064;6343;881;7199,772985;491,7;;;17;250,9;;;240,8;;;;94,6;76,3;;
2011;GARRAF;891;1;8015;15064;7159;892;8025,784753;641,7;;;17;190,2;;;451,5;;;;126,8;40,1;;
2010;GARRAF;876;1;8703;16356;7645;877;8717,217788;532,3;;;17;226,4;;;305,9;;;;148,4;41,3;;
2009;GARRAF;911;1;8511;15995;7770;912;8519,736842;429,4;;;17;164,6;;;264,8;;;;120,9;5,8;;
2008;GARRAF;939;1;8576;12224;8065;940;8579,787234;519,7;;;17;286,1;;;233,6;;;;191;56,2;;
2014;GARRAF;856;1;7920;17000;6796,52;857;7930,595099;580;;;17;345,2;;;234,8;;;;89,2;144;;
2015;GARRAF;851;1;8157;17000;6959;852;8167,840376;428,5;;;17;221,6;;;206,9;;;;60,7;91,5;;
2016;GARRAF;867;0;8473;0;7346,091;867;8473;467;;;17;149;;;318;;;;73,7;32;;
2017;GARRAF;890;0;6790;0;6043,1;890;6790;359,8;;;17;96,8;;;263;;;;65,6;17,9;;
2018;GARRAF;875;0;8500;0;7437,5;875;8500;859,6;;;17;322,5;;;537,1;;;;98,3;116,9;;
2019;GARRAF;867;0;8493;0;7363,431;867;8493;414,9;;;17;203,9;;;211;;;;85,1;68,4;;
2020;GARRAF;869;0;6778;0;5890,082;869;6778;720,2;;;17;374;;;346,2;;;;218,6;80,4;;
2021;GARRAF;854;0;7940;0;6780,76;854;7940;415,9;;;17;175,2;;;240,7;;;;95,5;17,6;;
2022;GARRAF;875;0;5323;0;4657,625;875;5323;280;;;17;166,7;;;113,3;;;;69;71,6;;
2023;GARRAF;876;0;3104;0;2719,104;876;3104;286;;;17;131,8;;;154,2;;;;44,5;24,4;;
2024;GARRAF;864;0;3010;0;2600,64;864;3010;619,4;;;17;269,2;;;350,2;;;;180;14;;
2013;GARRIGUES;616,8;24,9;4500;9000;3000;641,7;4675,081814;1032,5;;;505;466;;;566,5;;;;343,3;78;;
2012;GARRIGUES;650;28;5530;9420;3851;678;5679,941003;685,6;;;505;263,6;;;422;;;;144,8;56,4;;
2011;GARRIGUES;655;33;7450;12600;5293;688;7693,313953;680,4;;;505;262,9;;;417,5;;;;207,2;49,7;;
2010;GARRIGUES;674;33;7400;12500;5405;707;7644,978784;855,2;;;505;399,9;;;455,3;;;;294,8;47,3;;
2009;GARRIGUES;649;30;3959;9630;2858;679;4209,131075;810,2;;;505;453,8;;;356,4;;;;327;60,8;;
2008;GARRIGUES;670;31;3900;9600;2911;701;4152,639087;1032;;;505;641,3;;;390,7;;;;483;59,5;;
2014;GARRIGUES;590;37;5920;10260;3872,42;627;6176,108453;1138,7;;;505;632,1;;;506,6;;;;330,3;123,5;;
2015;GARRIGUES;586;49;5710;10490;3860;635;6078,740157;545,7;;;505;279,9;;;265,8;;;;159;91,3;;
2016;GARRIGUES;547;59;6310;10540;4073,43;606;6721,831683;764,3;;;505;277,2;;;487,1;;;;231,3;15,4;;
2017;GARRIGUES;535;57;4970;8310;3132,62;592;5291,587838;645,8;;;505;269,7;;;376,1;;;;146;63,3;;
2018;GARRIGUES;469;115;5740;10200;3865,06;584;6618,253425;1084,1;;;505;359,2;;;724,9;;;;267,7;82,8;;
2019;GARRIGUES;419;165;4650;10300;3647,85;584;6246,318493;792;;;505;263,2;;;528,8;;;;152,8;92,3;;
2020;GARRIGUES;537;60;3450;7660;2312,25;597;3873,115578;1038,2;;;505;512;;;526,2;;;;456,6;22,6;;
2021;GARRIGUES;385;207;5500;9750;4135,75;592;6986,064189;770,4;;;505;411;;;359,4;;;;286,9;64,2;;
2022;GARRIGUES;539;62;4950;10330;3308,51;601;5505,008319;576;;;505;320,2;;;255,8;;;;159,1;123,3;;
2023;GARRIGUES;532;69;5498;9503;3580,643;601;5957,808652;569,1;;;505;407,8;;;161,3;;;;270;73,2;;
2024;GARRIGUES;519;79;1700;10100;1680,2;598;2809,698997;1003,2;;;505;374,4;;;628,8;;;;177,3;47,4;;
2013;GARROTXA;14,3;0;3850;;55;14,3;3846,153846;1070,8;;;296;561,4;;;509,4;;;;310,4;198,3;;
2012;GARROTXA;14;0;4050;;58;14;4142,857143;570,6;;;296;303,1;;;267,5;;;;140,1;77,9;;
2011;GARROTXA;10;0;5075;;50;10;5000;1166,2;;;296;520,2;;;646;;;;264,7;156,1;;
2010;GARROTXA;15;0;4250;;62;15;4133,333333;955,2;;;296;516,6;;;438,6;;;;296,5;135,4;;
2009;GARROTXA;15;;6099;;91;15;6066,666667;755,2;;;296;482;;;273,2;;;;317,4;102,9;;
2008;GARROTXA;15;0;5880;6880;88;15;5866,666667;1075,3;;;296;619,5;;;455,8;;;;388;153,3;;
2014;GARROTXA;15;0;3650;0;54,75;15;3650;1153,6;;;296;729,2;;;424,4;;;;332,1;253,7;;
2015;GARROTXA;5;0;3200;0;16;5;3200;907;;;296;609,3;;;297,7;;;;350,4;166,1;;
2016;GARROTXA;4;0;3324;5462;13,296;4;3324;871,4;;;296;472,6;;;398,8;;;;336,8;72,1;;
2017;GARROTXA;4;0;4353;6337;17,412;4;4353;646,9;;;296;361,6;;;285,3;;;;144,9;114,1;;
2018;GARROTXA;6;0;4353;0;26,118;6;4353;1439,2;;;296;806,9;;;632,3;;;;501,8;206,5;;
2019;GARROTXA;6;0;4500;0;27;6;4500;587,2;;;296;306,9;;;280,3;;;;170,9;80,3;;
2020;GARROTXA;6;0;3375;0;20,25;6;3375;1324;;;296;665,6;;;658,4;;;;366,5;176,8;;
2021;GARROTXA;4;0;3675;0;15;4;3750;760,5;;;296;506,1;;;254,4;;;;270,3;107,3;;
2022;GARROTXA;6;0;3970;0;23,82;6;3970;673,8;;;296;417,2;;;256,6;;;;137,3;125,6;;
2023;GARROTXA;3;0;2314;0;6,942;3;2314;557,8;;;296;430,4;;;127,4;;;;277,6;113,2;;
2024;GARROTXA;3;0;2489;0;7,467;3;2489;873,3;;;296;508,5;;;364,8;;;;349,9;80,1;;
2013;GIRONÈS;42,5;0;4050;;172;42,5;4047,058824;696,4;21,39166667;7,366666667;72;331,6;26,13333333;11,8;364,8;16,65;2,933333333;;209,6;97,5;29,9;31,65
2012;GIRONÈS;35;0;2850;;100;35;2857,142857;552,3;21,95;7,208333333;72;235,8;27,06666667;12,41666667;316,5;16,83333333;2;;126,3;41;30,8;31,55
2011;GIRONÈS;35;0;3550;;123;35;3514,285714;892;22,16666667;8,158333333;72;343,8;27,06666667;12,76666667;548,2;17,26666667;3,55;;144,8;160,3;28,5;29,4
2010;GIRONÈS;22;0;3200;;70;22;3181,818182;775,9;20,65;7,291666667;72;339,6;26,33333333;12,01666667;436,3;14,96666667;2,566666667;;185;74,2;29,93333333;31,3
2009;GIRONÈS;25;;6099;;152;25;6080;558,8;22,26666667;7,516666667;72;298,3;27,75;12,4;260,5;16,78333333;2,633333333;;170,4;55,3;31,6;32,35
2008;GIRONÈS;41;0;4800;6970;197;41;4804,878049;756,8;21,34166667;7,183333333;72;325,1;26,38333333;11,68333333;431,7;16,3;2,683333333;;227,3;53,7;29,73333333;30,9
2014;GIRONÈS;41;0;3800;0;155,8;41;3800;976,4;22,25833333;8,341666667;72;633,5;26,58333333;12,7;342,9;17,93333333;3,983333333;;190,7;277,5;28,93333333;28,85
2015;GIRONÈS;42;0;3800;0;160;42;3809,52381;541,6;22,93333333;7,666666667;72;355,5;28,25;12,73333333;186,1;17,61666667;2,6;;65,1;164,2;31,8;32,05
2016;GIRONÈS;39;0;3324;5462;129,636;39;3324;701,2;22,55;7,791666667;72;400,4;27,43333333;12,15;300,8;17,66666667;3,433333333;;254;99,4;30,86666667;32,4
2017;GIRONÈS;37;0;4353;6337;161,061;37;4353;482;23,04166667;7,25;72;221,3;28,5;12,33333333;260,7;17,58333333;2,166666667;;110,8;49,4;32,23333333;32,05
2018;GIRONÈS;38;0;4353;0;165,414;38;4353;1018,8;22,46666667;7,958333333;72;499,9;28,13333333;12,8;518,9;16,8;3,116666667;;267,5;195;31,53333333;32,85
2019;GIRONÈS;38;0;4500;0;171;38;4500;540;23;7,116666667;72;250;27,78333333;12,01666667;290;18,21666667;2,216666667;;137,8;40,7;32,2;33,05
2020;GIRONÈS;37;0;3375;0;124,875;37;3375;984,3;22,60833333;8,258333333;72;495,6;27,65;12,98333333;488,7;17,56666667;3,533333333;;383,7;83,3;30,43333333;32,25
2021;GIRONÈS;37;0;3680;0;136;37;3675,675676;502,2;22,25833333;7,65;72;293,7;27,45;12,31666667;208,5;17,06666667;2,983333333;;151,2;39,2;31,56666667;31,85
2022;GIRONÈS;42;0;3970;0;166,74;42;3970;538,6;24,01666667;8,433333333;72;259,7;29,73333333;13,3;278,9;18,3;3,566666667;;104;79,6;34,2;34,8
2023;GIRONÈS;41;0;3013;0;123,533;41;3013;441,9;23,95;7,933333333;72;324,2;28,91666667;13,31666667;117,7;18,98333333;2,55;;223,5;42;32;33,15
2024;GIRONÈS;39;0;2489;0;97,071;39;2489;752;23,175;8,608333333;72;399,1;27,58333333;12,51666667;352,9;18,76666667;4,7;;289,4;75,7;31,3;33,25
2013;LA SELVA;32,2;1,2;4050;5700;137;33,4;4101,796407;668,6;;;169;317,6;;;351;;;;;;;
2012;LA SELVA;30;1;2850;5200;89;31;2870,967742;508,1;;;169;266,3;;;241,8;;;;;;;
2011;LA SELVA;31;1;3550;6450;117;32;3656,25;903,3;;;169;277,7;;;625,6;;;;;;;
2010;LA SELVA;10;1;3200;5900;37;11;3363,636364;849;;;169;402,1;;;446,9;;;;;;;
2009;LA SELVA;7;4;4815;7276;61;11;5545,454545;524,6;;;169;210,1;;;314,5;;;;;;;
2008;LA SELVA;6;3;5280;7380;54;9;6000;765,1;;;169;331,7;;;433,4;;;;;;;
2014;LA SELVA;29;1;3800;5500;115,7;30;3856,666667;900,3;;;169;521,2;;;379,1;;;;;;;
2015;LA SELVA;28;1;3700;5600;109;29;3758,62069;723;;;169;478,3;;;244,7;;;;;;;
2016;LA SELVA;25;2;3325;5462;94,049;27;3483,296296;604,6;;;169;300,7;;;303,9;;;;;;;
2017;LA SELVA;25;2;4353;6337;121,499;27;4499,962963;495,7;;;169;186,4;;;309,3;;;;;;;
2018;LA SELVA;26;3;4353;6337;132,189;29;4558,241379;1292,4;;;169;617,2;;;675,2;;;;;;;
2019;LA SELVA;29;3;4500;6350;149,55;32;4673,4375;609,3;;;169;311,3;;;298;;;;;;;
2020;LA SELVA;30;3;3375;4950;116,1;33;3518,181818;1036,3;;;169;472;;;564,3;;;;;;;
2021;LA SELVA;30;3;3998;5760;137;33;4151,515152;434,4;;;169;205,7;;;228,7;;;;;;;
2022;LA SELVA;32;3;3914;5740;142,468;35;4070,514286;513,9;;;169;267;;;246,9;;;;;;;
2023;LA SELVA;33;3;1941;1942;69,879;36;1941,083333;404,3;;;169;284,9;;;119,4;;;;;;;
2024;LA SELVA;31;3;2489;4300;90,059;34;2648,794118;810,5;;;169;476,9;;;333,6;;;;;;;
2013;MARESME;178,1;47,4;5000;15500;1625;225,5;7206,208426;455,5;;;2;172,1;;;283,4;;;;113,2;14,5;;
2012;MARESME;183;48;3918;15437;1456;231;6303,030303;383,1;;;2;174,7;;;208,4;;;;104,1;18,2;;
2011;MARESME;188;49;8213;15437;2296;237;9687,763713;916,1;;;2;237,4;;;678,7;;;;101,2;118,9;;
2010;MARESME;156;47;7494;14085;1824;203;8985,221675;868,5;;;2;422,4;;;446,1;;;;193,5;36,7;;
2009;MARESME;161;46;7328;13774;1813;207;8758,454106;471,8;;;2;128,7;;;343,1;;;;79,7;9;;
2008;MARESME;183;51;6182;11619;1724;234;7367,521368;737,1;;;2;349,5;;;387,6;;;;219,3;28,4;;
2014;MARESME;177;46;4400;15500;1491,8;223;6689,686099;677,9;;;2;411,4;;;266,5;;;;142,4;120,8;;
2015;MARESME;162;42;5500;16500;1584;204;7764,705882;383,4;;;2;188,9;;;194,5;;;;28,2;126,8;;
2016;MARESME;159;42;4967;15833;1454,739;201;7237,507463;459,5;;;2;196,4;;;263,1;;;;161,2;10;;
2017;MARESME;158;42;4920;15000;1407,36;200;7036,8;412,9;;;2;148,4;;;264,5;;;;33,4;48,8;;
2018;MARESME;151;43;2600;5700;637,7;194;3287,113402;727;;;2;221,9;;;505,1;;;;164,7;36,7;;
2019;MARESME;155;43;2747;5718;671,659;198;3392,217172;536,9;;;2;273,1;;;263,8;;;;133,1;48;;
2020;MARESME;156;43;2000;2555;421,865;199;2119,924623;867,5;;;2;466,9;;;400,6;;;;329,9;97,6;;
2021;MARESME;150;42;2320;3000;474;192;2468,75;580,8;;;2;358,8;;;222;;;;107,2;41,5;;
2022;MARESME;150;42;2376;3500;503,4;192;2621,875;420,3;;;2;207,7;;;212,6;;;;102,4;19;;
2023;MARESME;146;42;2200;4537;511,754;188;2722,095745;345,6;;;2;255,3;;;90,3;;;;126;96,4;;
2024;MARESME;156;41;2165;3100;464,84;197;2359,593909;750,5;;;2;421,9;;;328,6;;;;208,8;62,1;;
2016;MOIANÈS;10;0;2673;0;27;10;2700;622,3;18,375;8,516666667;735;357,7;23,5;12,43333333;264,6;13,25;4,6;;189,3;65;27,2;28,7
2017;MOIANÈS;11;0;2600;0;29;11;2636,363636;558;18,68333333;8,566666667;735;260,6;24,16666667;13,06666667;297,4;13,2;4,066666667;;146,2;55,4;28,16666667;28,65
2018;MOIANÈS;11;0;2800;0;31;11;2818,181818;991,4;17,84166667;8,583333333;735;432,2;23,48333333;13,23333333;559,2;12,2;3,933333333;;313,4;89;26,6;28,1
2019;MOIANÈS;11;0;1367;0;15,037;11;1367;529,2;18,78333333;8,483333333;735;294,4;23,75;12,71666667;234,8;13,81666667;4,25;;161,4;65,2;28,23333333;29,2
2020;MOIANÈS;12;0;860;0;10,32;12;860;865,8;18,26666667;8,925;735;504,7;23,25;13,23333333;361,1;13,28333333;4,616666667;;352,3;102,4;26,1;28,15
2021;MOIANÈS;11;0;1790;0;19,69;11;1790;435;18,06666667;8,583333333;735;262,2;23,33333333;12,76666667;172,8;12,8;4,4;;147;26,6;27,36666667;28,35
2022;MOIANÈS;11;0;1186;0;13,046;11;1186;340,8;20,08333333;10,125;735;192,8;25,65;14,46666667;148;14,51666667;5,783333333;;120,2;56,4;29,86666667;30,45
2023;MOIANÈS;11;0;1000;0;11;11;1000;490,2;19,78333333;9,483333333;735;387;24,98333333;13,81666667;103,2;14,58333333;5,15;;283,2;65,6;27,93333333;29,4
2024;MOIANÈS;13;0;1137;0;14,781;13;1137;726,2;19,05833333;9,525;735;353,2;23,65;13,06666667;373;14,46666667;5,983333333;;198,4;109,4;27,5;29,45
2013;MONTSIÀ;8,8;1,9;2771;4147;32;10,7;2990,654206;1251,9;;;240;594;;;657,9;;;;448,1;67,4;;
2012;MONTSIÀ;8;2;4300;7950;45;10;4500;1005,9;;;240;290,9;;;715;;;;128,8;59;;
2011;MONTSIÀ;8;2;4600;8650;52;10;5200;1327,6;;;240;281,8;;;1045,8;;;;239,8;36,5;;
2010;MONTSIÀ;4;2;4500;8300;31;6;5166,666667;1097,6;;;240;546,6;;;551;;;;196,7;167,3;;
2009;MONTSIÀ;4;2;3692;4120;23;6;3833,333333;769,9;;;240;501,4;;;268,5;;;;149,3;46,8;;
2008;MONTSIÀ;6;2;3450;3850;28;8;3500;1231,6;;;240;666,3;;;565,3;;;;502,8;87,5;;
2014;MONTSIÀ;8;2;7053;10579;77,582;10;7758,2;1120,7;;;240;555,6;;;565,1;;;;242;167,7;;
2015;MONTSIÀ;4;2;7342;11013;51;6;8500;1074,7;;;240;429,2;;;645,5;;;;176,8;122,9;;
2016;MONTSIÀ;3;2;7000;10000;41;5;8200;856;;;240;342,3;;;513,7;;;;252,6;6,6;;
2017;MONTSIÀ;3;2;4356;5009;23,086;5;4617,2;625,1;;;240;230,6;;;394,5;;;;94,5;53,7;;
2018;MONTSIÀ;3;2;7000;10000;41;5;8200;1469,9;;;240;483,7;;;986,2;;;;240,5;94,1;;
2019;MONTSIÀ;3;2;6410;8745;36,72;5;7344;711,9;;;240;268,3;;;443,6;;;;90,6;82;;
2020;MONTSIÀ;4;2;0;0;0;6;0;1795,7;;;240;728,6;;;1067,1;;;;621,8;29,7;;
2021;MONTSIÀ;5;2;8182;9239;59,388;7;8484;1230,5;;;240;749,2;;;481,3;;;;276,9;191,7;;
2022;MONTSIÀ;5;2;6863;7745;49,805;7;7115;1037;;;240;574,1;;;462,9;;;;380;79,3;;
2023;MONTSIÀ;5;2;1748;250;9,24;7;1320;1022,8;;;240;817,8;;;205;;;;216,2;103,7;;
2024;MONTSIÀ;5;2;4000;55000;130;7;18571,42857;1605,1;;;240;594,9;;;1010,2;;;;248,8;20,1;;
2013;NOGUERA;216,3;166,2;8000;17000;4556;382,5;11911,11111;419,2;20,76666667;8,808333333;192;202,3;26,91666667;13,46666667;216,9;14,61666667;4,15;SEGRIÀ;131,7;65,3;30,76666667;32,3
2012;NOGUERA;173;219;5100;8030;2637;392;6727,040816;319,5;21,94166667;9,091666667;192;171,4;28,61666667;14,93333333;148,1;15,26666667;3,25;SEGRIÀ;83,4;38;32,63333333;33,1
2011;NOGUERA;216;187;6750;10600;3438;403;8531,01737;291,6;22,29166667;10,01666667;192;103,6;29,1;15,11666667;188;15,48333333;4,916666667;SEGRIÀ;86,6;9,2;31;32
2010;NOGUERA;227;191;6600;10500;3502;418;8377,990431;375,7;20,86666667;8,775;192;184,3;27,71666667;14,06666667;191,4;14,01666667;3,483333333;SEGRIÀ;154;7,3;31,53333333;33,1
2009;NOGUERA;233;151;4066;9630;2402;384;6255,208333;398,1;22,10833333;9,808333333;192;240,1;28,86666667;15,13333333;158;15,35;4,483333333;SEGRIÀ;136,7;51,3;32,83333333;33,4
2008;NOGUERA;235;148;3900;9600;2337;383;6101,827676;427,1;20,93333333;9,283333333;192;288,4;27,33333333;14,33333333;138,7;14,53333333;4,233333333;SEGRIÀ;213,5;30,3;30,86666667;32,1
2014;NOGUERA;174;195;5960;9760;2940,24;369;7968,130081;426,7;22,38333333;10,2;192;224,6;28,71666667;14,98333333;202,1;16,05;5,416666667;SEGRIÀ;69,6;44,8;31,5;31,65
2015;NOGUERA;184;166;5500;10010;2674;350;7640;261,7;21,94166667;9,725;192;93,8;29,36666667;14,9;167,9;14,51666667;4,55;SEGRIÀ;32,7;47,1;33,2;33,85
2016;NOGUERA;147;180;5210;10250;2610,87;327;7984,311927;312,4;21,825;9,841666667;192;118;28,83333333;14,41666667;194,4;14,81666667;5,266666667;SEGRIÀ;107,2;0,4;32,7;33,9
2017;NOGUERA;144;183;4110;8080;2070,48;327;6331,743119;242;22,34166667;9,233333333;192;100,1;29,38333333;14,71666667;141,9;15,3;3,75;SEGRIÀ;63,8;20,8;33,16666667;33,45
2018;NOGUERA;132;191;4740;9320;2405,8;323;7448,297214;564,1;21,89166667;10,19166667;192;232,2;28,91666667;15,56666667;331,9;14,86666667;4,816666667;SEGRIÀ;151,8;60,9;32,6;34
2019;NOGUERA;113;205;5050;10220;2665,75;318;8382,861635;288,9;22,60833333;9,325;192;122,6;29,1;14,38333333;166,3;16,11666667;4,266666667;SEGRIÀ;69,8;47;33,4;34,3
2020;NOGUERA;105;215;3750;7600;2027,75;320;6336,71875;496,9;22,1;10,08333333;192;257,9;28,98333333;15,15;239;15,21666667;5,016666667;SEGRIÀ;232,9;20,2;32,43333333;34,15
2021;NOGUERA;101;216;4200;8400;2238,6;317;7061,829653;284,9;22,01666667;9,533333333;192;130,2;28,61666667;14,7;154,7;15,41666667;4,366666667;SEGRIÀ;81,2;25,4;32,5;33,35
2022;NOGUERA;154;171;3906;7812;1937,376;325;5961,156923;284,3;23,7;10,8;192;162,4;30,76666667;16,11666667;121,9;16,63333333;5,483333333;SEGRIÀ;61,3;66,7;35,33333333;35,7
2023;NOGUERA;147;173;3803;7120;1790,801;320;5596,253125;179;23,60833333;10,23333333;192;106;30,5;15,71666667;73;16,71666667;4,75;SEGRIÀ;55,2;17,9;33,73333333;35
2024;NOGUERA;145;172;1100;5591;1121,152;317;3536,757098;464,7;22,50833333;10,525;192;209,1;29,45;14,93333333;255,6;15,56666667;6,116666667;SEGRIÀ;95,7;39,8;33,8;35,25
2013;OSONA;3,1;0;6800;;21;3,1;6774,193548;1473,9;19,11666667;6,716666667;508;1030,9;24,46666667;11;443;13,76666667;2,433333333;;499,2;478,5;28,16666667;29,65
2012;OSONA;3;0;5265;;14;3;4666,666667;998,2;20,19166667;6,575;508;683,8;26,2;11,91666667;314,4;14,18333333;1,233333333;;344,2;133,3;30,53333333;31,3
2011;OSONA;3;0;5265;;15;3;5000;1644;20,31666667;7,383333333;508;803,1;26,01666667;12,13333333;840,9;14,61666667;2,633333333;;455,5;288,4;27,56666667;28,7
2010;OSONA;2;0;6052;;11;2;5500;1729,2;18,15833333;6,708333333;508;1125;24,53333333;11,66666667;604,2;11,78333333;1,75;;604,2;257,5;28,23333333;29,9
2009;OSONA;2;;5918;;12;2;6000;1416,1;20,1;7,15;508;871,7;26,25;11,7;544,4;13,95;2,6;;331,2;311,1;29,96666667;30,7
2008;OSONA;2;0;5313;;11;2;5500;1628,2;18,95;7,058333333;508;1074,5;24,41666667;11,83333333;553,7;13,48333333;2,283333333;;716,7;224;27,93333333;29,35
2014;OSONA;3;0;5280;0;15,84;3;5280;2036,6;19,75;7,75;508;1421;25;12,13333333;615,6;14,5;3,366666667;;485,7;684;27,36666667;27,4
2015;OSONA;3;0;5280;0;16;3;5333,333333;1133,3;20,55;7,291666667;508;869,2;26,75;12,16666667;264,1;14,35;2,416666667;;389,5;329,1;30,3;31,15
2016;OSONA;3;0;5787;0;17,361;3;5787;1386,7;20,275;7,458333333;508;762,1;26,15;11,66666667;624,6;14,4;3,25;;327;218,5;29,96666667;31,35
2017;OSONA;3;0;5420;0;16,26;3;5420;1047,1;20,60833333;6,916666667;508;599,1;26,81666667;11,88333333;448;14,4;1,95;;300,3;103,4;31;31,65
2018;OSONA;3;3;2800;11400;42,6;6;7100;2330,3;19,63333333;7,6;508;1319,2;25,91666667;12,48333333;1011,1;13,35;2,716666667;;615;531,9;29,06666667;30,5
2019;OSONA;3;3;2000;3500;16,5;6;2750;1053,7;20,58333333;6,65;508;619,2;26,23333333;11,36666667;434,5;14,93333333;1,933333333;;327,3;108,6;30,96666667;31,95
2020;OSONA;2;3;2375;2100;11,05;5;2210;1790,8;20,125;7,616666667;508;1080,3;25,9;12,35;710,5;14,35;2,883333333;;694,9;286,7;28,8;30,75
2021;OSONA;4;3;2600;0;10,4;7;1485,714286;964,2;20,18333333;7,325;508;618,2;26,11666667;11,83333333;346;14,25;2,816666667;;336,1;107,4;30,26666667;31,35
2022;OSONA;6;3;2600;4400;28,8;9;3200;1049;22,05833333;7,95;508;729;28,3;12,66666667;320;15,81666667;3,233333333;;348,8;250,3;32,9;33,65
2023;OSONA;9;0;3812;0;34,308;9;3812;1122,7;21,80833333;7,5;508;945,8;27,53333333;12,55;176,9;16,08333333;2,45;;700,2;135;30,8;32,4
2024;OSONA;9;0;1875;0;16,875;9;1875;1604,6;21,15;8,258333333;508;906,7;26,51666667;12,16666667;697,9;15,78333333;4,35;;607,5;225,6;30,63333333;32,75
2013;PALLARS JUSSÀ;217,2;17,9;7650;9640;1834;235,1;7800,935772;1429,3;20,35833333;5,683333333;508;956,2;26,15;10,61666667;473,1;14,56666667;0,75;;476,7;358,6;30,26666667;32
2012;PALLARS JUSSÀ;213;21;5100;8030;1257;234;5371,794872;978;21,075;6,058333333;508;580,4;27,78333333;11,9;397,6;14,36666667;0,216666667;;373,3;141,7;32,06666667;32,75
2011;PALLARS JUSSÀ;223;17;6750;10700;1691;240;7045,833333;1042,6;21,30833333;6,775;508;553,9;27,88333333;12,1;488,7;14,73333333;1,45;;401,9;113,9;29,93333333;31,15
2010;PALLARS JUSSÀ;228;14;6600;10500;1653;242;6830,578512;1416,6;19,44166667;5,65;508;836,1;26,58333333;11,28333333;580,5;12,3;0,016666667;;518,7;162,7;30,56666667;32,15
2009;PALLARS JUSSÀ;228;13;3799;9630;986;241;4091,286307;1293,2;20,99166667;6,55;508;739,7;27,9;12,01666667;553,5;14,08333333;1,083333333;;428,4;213,1;32,03333333;32,85
2008;PALLARS JUSSÀ;200;16;3900;9600;934;216;4324,074074;1550,5;20,04166667;6,125;508;1060,2;26,43333333;11,45;490,3;13,65;0,8;;842,6;118;30,3;31,65
2014;PALLARS JUSSÀ;209;28;5960;8800;1492,04;237;6295,527426;1440;21,00833333;6,933333333;508;881;27,33333333;11,78333333;559;14,68333333;2,083333333;;384,7;356,1;29,96666667;30,1
2015;PALLARS JUSSÀ;214;24;5750;9370;1455;238;6113,445378;1006,6;22,025;6,516666667;508;765,2;28,65;12,16666667;241,4;15,4;0,866666667;;213,2;366,2;32,53333333;33,3
2016;PALLARS JUSSÀ;207;24;6130;9670;1500,99;231;6497,792208;1164,9;21,38333333;6,441666667;508;626;28,16666667;11,48333333;538,9;14,6;1,4;;389,4;109,4;32,53333333;34,05
2017;PALLARS JUSSÀ;220;24;4830;7620;1245,48;244;5104,42623;917,2;21,89166667;6,108333333;508;443,3;28,63333333;11,78333333;473,9;15,15;0,433333333;;286,2;66,4;32,93333333;33,5
2018;PALLARS JUSSÀ;212;40;4250;8790;1252,6;252;4970,634921;1796,2;20,35;7,025;508;938,5;27,55;12,4;857,7;13,15;1,65;;638,3;191;31,2;32,85
2019;PALLARS JUSSÀ;215;39;4520;9610;1346,59;254;5301,535433;1218,8;21,825;6,258333333;508;617,5;28,28333333;11,6;601,3;15,36666667;0,916666667;;350,9;218,2;32,83333333;33,85
2020;PALLARS JUSSÀ;214;46;3360;7140;1047,48;260;4028,769231;1360,4;21,15;7,116666667;508;795,6;27,58333333;12,38333333;564,8;14,71666667;1,85;;555,5;186,7;30,86666667;32,65
2021;PALLARS JUSSÀ;213;48;4155;8400;1288,215;261;4935,689655;1077;21,25;6,458333333;508;686,5;27,8;11,96666667;390,5;14,7;0,95;;429,8;119,2;32,06666667;33,5
2022;PALLARS JUSSÀ;246;24;2493;7560;794,718;270;2943,4;1124,4;22,7;7,458333333;508;629,1;30,08333333;12,83333333;495,3;15,31666667;2,083333333;;241,8;299,7;34,9;35,25
2023;PALLARS JUSSÀ;241;24;3161;8150;957,401;265;3612,833962;873,8;22,74166667;7;508;526,9;29,45;12,5;346,9;16,03333333;1,5;;393;67,9;32,5;34,35
