any;comarca;sup_seca_ha;sup_reg_ha;rend_seca_kg_ha;rend_reg_kg_ha;prod_total_t;sup_total_ha;rend_total_kg_ha;precip_anual_mm;tmax_mitjana_any;tmin_mitjana_any;elev_m_num;precip_apr_sep_mm;tmax_mitjana_apr_sep;tmin_mitjana_apr_sep;precip_oct_mar_mm;tmax_mitjana_oct_mar;tmin_mitjana_oct_mar;proxy_de;pq_meteocat_precip_abr_jun.precip_abr_jun_mm;pq_meteocat_precip_jul_ago.precip_jul_ago_mm;pq_meteocat_tmax_jun_aug.tmax_mitjana_jun_aug;pq_meteocat_tmax_jul_aug.tmax_mitjana_jul_aug
2018;URGELL;957;248;7230;11320;9726,47;1205;8071,759336;1867,2;20,78333333;9,4;645;801,7;27,91666667;14,43333333;1065,5;13,65;4,366666667;;567,1;160,5;31,76666667;33,2
2019;URGELL;932;320;5740;12520;9356,08;1252;7472,907348;1140,9;20,85833333;9,141666667;645;514,3;27,36666667;13,75;626,6;14,35;4,533333333;;294,9;154,4;31,86666667;32,8
2020;URGELL;848;469;4270;9280;7973,28;1317;6054,123007;1575,5;20,59166667;9,558333333;645;918,4;27,28333333;14,43333333;657,1;13,9;4,683333333;;781,4;56,6;30,86666667;32,6
2021;URGELL;848;449;8180;16270;14241,87;1297;10980,62452;1040,5;20,375;9,183333333;645;534,7;27,11666667;13,91666667;505,8;13,63333333;4,45;;330,4;86,1;31,03333333;31,75
2022;URGELL;1267;33;8998;15270;11904,376;1300;9157,212308;1046,1;22,475;10,71666667;645;606,1;29,31666667;15,63333333;440;15,63333333;5,8;;244,4;273;33,96666667;34,5
2023;URGELL;1266;33;8713;15000;11525,658;1299;8872,715935;839,3;22,16666667;10;645;592,5;29,08333333;15,1;246,8;15,25;4,9;;411,6;92,5;32,36666667;33,7
2024;URGELL;1246;36;5000;15000;6770;1282;5280,811232;1469,6;21,425;10,10833333;645;591,5;28,18333333;14,4;878,1;14,66666667;5,816666667;;301,1;78,9;32,73333333;34,25
2013;VALL D'ARAN;0,9;0;7500;;7;0,9;7777,777778;1332,2;14,89166667;4,141666667;975;621,8;20,38333333;7,7;710,4;9,4;0,583333333;;;;;
2012;VALL D'ARAN;0,9;0;5100;;5;0,9;5555,555556;825,6;16,20833333;4,316666667;975;410,1;21,61666667;8,666666667;415,5;10,8;-0,033333333;;;;;
2011;VALL D'ARAN;0;0;;;0;0;;810,1;16,525;5,291666667;975;327,2;21,61666667;9,183333333;482,9;11,43333333;1,4;;;;;
2010;VALL D'ARAN;0;0;;;;0;;913,7;14,60833333;3,875;975;524,5;20,35;8,1;389,2;8,866666667;-0,35;;;;;
2014;VALL D'ARAN;1;0;6480;0;6,48;1;6480;1094,5;16,26666667;5,208333333;975;524,6;20,86666667;8,45;569,9;11,66666667;1,966666667;;;;;
2015;VALL D'ARAN;1;0;6250;0;6;1;6000;960,9;16,86666667;5,191666667;975;493,1;22,31666667;9,05;467,8;11,41666667;1,333333333;;;;;
2016;VALL D'ARAN;1;0;6260;0;6,26;1;6260;686,2;16,45833333;5,158333333;975;307,8;21,53333333;8,666666667;378,4;11,38333333;1,65;;;;;
2017;VALL D'ARAN;1;0;4930;0;4,93;1;4930;859,2;16,75;4,833333333;975;356,8;22,3;8,933333333;502,4;11,2;0,733333333;;;;;
2018;VALL D'ARAN;1;0;4050;0;4,05;1;4050;1247;16,04166667;4,85;975;622,9;21,91666667;9,1;624,1;10,16666667;0,6;;;;;
2019;VALL D'ARAN;1;0;4430;0;4,43;1;4430;1062,9;16,525;4,691666667;975;415,4;21,73333333;8,483333333;647,5;11,31666667;0,9;;;;;
2020;VALL D'ARAN;1;0;3290;0;3,29;1;3290;1058,8;17,19166667;5,458333333;975;564,5;22,15;9,216666667;494,3;12,23333333;1,7;;;;;
2021;VALL D'ARAN;1;0;3300;0;3,3;1;3300;887,7;16,38333333;4,675;975;417;21,7;8,466666667;470,7;11,06666667;0,883333333;;;;;
2022;VALL D'ARAN;1;0;3300;0;3,3;1;3300;921,2;18,48333333;5,966666667;975;470,2;24;9,65;451;12,96666667;2,283333333;;;;;
2023;VALL D'ARAN;1;0;2079;0;2,079;1;2079;851,6;17,76666667;5,316666667;975;491,9;23,21666667;9,15;359,7;12,31666667;1,483333333;;;;;
2024;VALL D'ARAN;1;0;4000;0;4;1;4000;945,7;17,05833333;5,775;975;426;21,66666667;8,766666667;519,7;12,45;2,783333333;;;;;
2013;VALLÈS OCCIDENTAL;40,9;1,9;10470;16000;459;42,8;10724,29907;657,4;;;290;314;;;343,4;;;;228,4;48,8;;
2012;VALLÈS OCCIDENTAL;45;2;8056;15719;396;47;8425,531915;493,4;;;290;262,5;;;230,9;;;;119;81,1;;
2011;VALLÈS OCCIDENTAL;46;2;10503;15719;520;48;10833,33333;850,4;;;290;352,2;;;498,2;;;;273,7;73,3;;
2010;VALLÈS OCCIDENTAL;35;2;9295;13911;352;37;9513,513514;804,3;;;290;382,3;;;422;;;;232,2;56,2;;
2009;VALLÈS OCCIDENTAL;36;3;9090;13604;368;39;9435,897436;532,4;;;290;248,9;;;283,5;;;;114,3;30,5;;
2008;VALLÈS OCCIDENTAL;44;2;7308;10938;343;46;7456,521739;670,6;;;290;352,8;;;317,8;;;;279,6;49;;
2014;VALLÈS OCCIDENTAL;40;1;8800;16000;368;41;8975,609756;718,9;;;290;423;;;295,9;;;;140,7;114;;
2015;VALLÈS OCCIDENTAL;36;1;8800;16000;333;37;9000;332,6;;;290;163,6;;;169;;;;57,9;65,9;;
2016;VALLÈS OCCIDENTAL;32;1;9357;16000;315,424;33;9558,30303;456,1;;;290;225,6;;;230,5;;;;168;19;;
2017;VALLÈS OCCIDENTAL;33;1;9220;16000;320,26;34;9419,411765;475;;;290;178,2;;;296,8;;;;81,2;42;;
2018;VALLÈS OCCIDENTAL;26;1;5100;11200;143,8;27;5325,925926;1037,7;;;290;424,3;;;613,4;;;;242,4;135,1;;
2019;VALLÈS OCCIDENTAL;27;1;1199;10700;43,073;28;1538,321429;565,7;;;290;268,1;;;297,6;;;;164,7;89;;
2020;VALLÈS OCCIDENTAL;25;1;680;3210;20,21;26;777,3076923;815,4;;;290;481,6;;;333,8;;;;362,2;72,8;;
2021;VALLÈS OCCIDENTAL;25;1;1190;3900;33,65;26;1294,230769;352,2;;;290;135,2;;;217;;;;75;20,4;;
2022;VALLÈS OCCIDENTAL;25;1;380;3800;13,3;26;511,5384615;421,8;;;290;251,8;;;170;;;;108,2;120;;
2023;VALLÈS OCCIDENTAL;25;1;1000;1608;26,608;26;1023,384615;367,6;;;290;281,2;;;86,4;;;;199,4;25,4;;
2024;VALLÈS OCCIDENTAL;27;1;3968;8000;115,136;28;4112;819,8;;;290;371,2;;;448,6;;;;240;60,6;;
2013;VALLÈS ORIENTAL;155;0,6;6000;15500;939;155,6;6034,70437;1971,7;20,70833333;9,520833333;202;930,3;25,41666667;13,91666667;1041,4;16;5,125;;523,6;116,9;29,01666667;30,55
2012;VALLÈS ORIENTAL;159;0,4;4631;15246;744;159,4;4667,503137;1368;21,275;9,566666667;202;722,6;26,375;14,75833333;645,4;16,175;4,375;;416,3;103,2;30,05;30,6
2011;VALLÈS ORIENTAL;165;1;8216;15246;1362;166;8204,819277;2430,5;21,42916667;10,39166667;202;845,8;26,15;14,94166667;1584,7;16,70833333;5,841666667;;488;342,2;27,46666667;28,425
2010;VALLÈS ORIENTAL;139;1;7496;13911;1045;140;7464,285714;2296,7;19,6;9,341666667;202;1095,4;25,05833333;14,275;1201,3;14,14166667;4,408333333;;604,2;263,3;28,56666667;29,9
2009;VALLÈS ORIENTAL;145;1;7330;13604;1076;146;7369,863014;1453;21,23333333;10,07916667;202;637,3;26,54166667;14,94166667;815,7;15,925;5,216666667;;348,1;82,6;29,96666667;30,7
2008;VALLÈS ORIENTAL;158;0;6182;;977;158;6183,544304;2280;20,42083333;9,845833333;202;1148,9;25,24166667;14,475;1131,1;15,6;5,216666667;;926,8;117,3;28,45;29,55
2014;VALLÈS ORIENTAL;154;0;5280;15500;813,12;154;5280;1987,9;21,39166667;10,40416667;202;1174,4;25,86666667;14,76666667;813,5;16,91666667;6,041666667;;410;295,8;28,46666667;28,675
2015;VALLÈS ORIENTAL;146;0;6700;0;978;146;6698,630137;1276,5;21,79583333;10,07916667;202;648,9;26,96666667;15,05;627,6;16,625;5,108333333;;234,8;326,9;30,2;30,725
2016;VALLÈS ORIENTAL;142;0;5993;10333;851,006;142;5993;1515,8;21,43333333;10,16666667;202;637,9;26,175;14,48333333;877,9;16,69166667;5,85;;471,9;40,9;29,48333333;30,6
2017;VALLÈS ORIENTAL;140;0;5920;0;828,8;140;5920;1416,8;21,7;9,8375;202;558,1;26,8;14,8;858,7;16,6;4,875;;191,9;124,6;30,53333333;30,675
2018;VALLÈS ORIENTAL;140;0;4800;0;672;140;4800;2874,6;21,35416667;10,40833333;202;1032,2;26,725;15,375;1842,4;15,98333333;5,441666667;;657,3;208,9;29,96666667;31,25
2019;VALLÈS ORIENTAL;142;0;3777;0;536,334;142;3777;1606,7;21,87916667;9,945833333;202;843,6;26,40833333;14,61666667;763,1;17,35;5,275;;370,5;334,9;30,56666667;31,175
2020;VALLÈS ORIENTAL;144;0;1604;0;230,976;144;1604;2528,1;21,67916667;10,44166667;202;1154,6;26,49166667;15,00833333;1373,5;16,86666667;5,875;;808,4;203,3;29,3;31
2021;VALLÈS ORIENTAL;144;0;3650;0;525,6;144;3650;1097,6;21,37083333;10,15416667;202;539,4;26,50833333;14,65;558,2;16,23333333;5,658333333;;243,3;97,2;30,1;30,575
2022;VALLÈS ORIENTAL;143;0;2649;0;378,807;143;2649;1101,8;23,2125;11,17083333;202;568;28,51666667;15,81666667;533,8;17,90833333;6,525;;242,8;268,9;32,46666667;32,875
2023;VALLÈS ORIENTAL;142;0;2545;0;361,39;142;2545;971;22,99583333;10,78333333;202;696,8;27,84166667;15,625;274,2;18,15;5,941666667;;418;127,4;31,01666667;31,975
2024;VALLÈS ORIENTAL;144;0;3968;0;571,392;144;3968;2000,7;22,37083333;10,89166667;202;1071,1;26,83333333;14,68333333;929,6;17,90833333;7,1;;621,8;82,8;30,41666667;32,075
